Chr,Start,End,GeneID,Homolog_Anolis,Homolog_Python,Homolog_Thamnophis,Module,Gene_MM,Gene_TS
scaffold-Z,94287596,94305547,maker-scaffold-Z-augustus-gene-314.7,LOC103279277,LOC103053198,LOC106542524,burlywood,0.892279042,0.630704266
scaffold-Z,94627639,94638283,maker-scaffold-Z-augustus-gene-315.4,aspdh,ASPDH,ASPDH,burlywood,0.989798958,0.752962796
scaffold-Z,94928968,94954465,augustus_masked-scaffold-Z-processed-gene-316.5,LOC100562367,LOC103067724,LOC106539747,darkgreen,0.962003744,0.819241375
scaffold-Z,98143633,98160130,maker-scaffold-Z-augustus-gene-327.11,znf628,LOC103057925,ZNF628,darkgreen,0.987806508,0.754237515
scaffold-Z,98620690,98622143,maker-scaffold-Z-augustus-gene-328.15,NA,NA,NA,darkgreen,0.868753774,0.679835188
scaffold-Z,100354448,100386473,maker-scaffold-Z-augustus-gene-334.11,LOC100561709,LOC103054235,LOC106540320,magenta2,0.787103468,0.378706981
scaffold-Z,99846619,99847152,augustus_masked-scaffold-Z-processed-gene-332.1,NA,NA,LOC106548453,magenta2,0.86171467,0.504069909
scaffold-Z,100780920,100790744,maker-scaffold-Z-augustus-gene-336.10,LOC103280010,NA,IL27,burlywood,0.707655694,0.361997565
scaffold-Z,101095931,101101110,maker-scaffold-Z-augustus-gene-337.13,tufm,TUFM,TUFM,darkgreen,0.842205392,0.497220961
scaffold-Z,100670490,100672621,maker-scaffold-Z-augustus-gene-335.18,LOC103280012,LOC103049384,LOC106557070,burlywood,0.912518439,0.623936762
scaffold-Z,100639660,100654059,augustus_masked-scaffold-Z-processed-gene-335.10,LOC100560530,LOC103048987,LOC106557085,magenta2,0.911794817,0.666155318
scaffold-Z,101887038,101907656,maker-scaffold-Z-augustus-gene-339.12,pih1d1,PIH1D1,PIH1D1,burlywood,0.901207874,0.446768076
scaffold-Z,102126461,102200775,augustus_masked-scaffold-Z-processed-gene-340.3,plekha4,PLEKHA4,PLEKHA4,burlywood,0.953864176,0.676757412
scaffold-Z,103406483,103412375,maker-scaffold-Z-augustus-gene-344.14,rps9,RPS9,RPS9,darkgreen,0.895712876,0.658187304
scaffold-Z,102912783,102932214,maker-scaffold-Z-augustus-gene-343.9,leng8,LENG8,LENG8,burlywood,0.717760242,0.371587368
scaffold-Z,104193754,104202632,maker-scaffold-Z-augustus-gene-347.13,NA,NA,NA,darkgreen,0.936464743,0.671292223
scaffold-Z,104745823,104756522,augustus_masked-scaffold-Z-processed-gene-349.2,LOC100554056,LOC103058037,LOC106538458,darkgreen,0.910347521,0.649690641
scaffold-Z,104383384,104383761,augustus_masked-scaffold-Z-processed-gene-348.1,LOC103279920,TMEM100,TMEM100,magenta2,0.674482498,0.643803522
scaffold-Z,105395982,105404199,maker-scaffold-Z-augustus-gene-351.31,LOC100558098,LOC103060671,LOC106546554,darkgreen,0.804898575,0.513677501
scaffold-Z,105680423,105688956,augustus_masked-scaffold-Z-processed-gene-352.2,maz,MAZ,MAZ,magenta2,0.985818883,0.755747044
scaffold-Z,105865513,105870534,maker-scaffold-Z-augustus-gene-352.33,asphd1,ASPHD1,ASPHD2,magenta2,0.908498315,0.599767238
scaffold-Z,105824505,105832600,maker-scaffold-Z-augustus-gene-352.30,kctd13,KCTD13,KCTD13,antiquewhite1,0.812574672,0.566000427
scaffold-Z,106730300,106748881,maker-scaffold-Z-augustus-gene-355.30,rnf40,RNF40,RNF40,burlywood,0.873504623,0.687412667
scaffold-Z,108481325,108494672,augustus_masked-scaffold-Z-processed-gene-361.5,ttc5,TTC5,TTC5,darkgreen,0.740689992,0.618246914
scaffold-Z,108380308,108411179,maker-scaffold-Z-augustus-gene-361.13,parp2,PARP2,LOC106541199,burlywood,0.76708825,0.46121285
scaffold-Z,111117242,111145125,maker-scaffold-Z-augustus-gene-370.32,pfas,LOC103061800,PFAS,burlywood,0.829251197,0.600125909
scaffold-Z,111997830,112003704,maker-scaffold-Z-augustus-gene-373.4,mettl3,METTL3,NA,magenta2,0.778766984,0.486093253
scaffold-Z,113239908,113277846,maker-scaffold-Z-augustus-gene-377.18,pc,PC,PC,burlywood,0.95388939,0.820854834
scaffold-Z,113441968,113458671,maker-scaffold-Z-augustus-gene-378.47,mef2a,MEF2D,MEF2A,darkgreen,0.904282008,0.6156891
scaffold-Z,113378505,113387832,maker-scaffold-Z-augustus-gene-378.46,hapln3,LOC103055868,LOC106553348,antiquewhite1,0.878352963,0.908952621
scaffold-ma4,111689,116270,maker-scaffold-ma4-augustus-gene-0.10,paox,PAOX,PAOX,darkgreen,0.936798121,0.870211542
scaffold-ma4,100838,109419,augustus_masked-scaffold-ma4-processed-gene-0.4,tmem72,TMEM72,NA,magenta2,0.85885751,0.798722684
scaffold-ma4,489865,515517,maker-scaffold-ma4-augustus-gene-1.10,fgfr2,FGFR3,LOC106540885,darkgreen,0.789639703,0.64093094
scaffold-ma4,269946,284555,augustus_masked-scaffold-ma4-processed-gene-1.0,nelfa,NELFA,NELFA,darkgreen,0.819261631,0.48524221
scaffold-ma4,1727376,1740786,maker-scaffold-ma4-augustus-gene-5.14,vwa8,VWA8,MTRF1,magenta2,0.745612235,0.425149861
scaffold-ma4,1742858,1746614,maker-scaffold-ma4-augustus-gene-5.23,NA,NA,NA,burlywood,0.83477911,0.469358586
scaffold-ma4,8604486,8613776,maker-scaffold-ma4-augustus-gene-28.3,klhl1,LOC103064684,KLHL5,antiquewhite1,0.470958961,0.751916352
scaffold-ma4,15777805,15779073,maker-scaffold-ma4-augustus-gene-52.5,LOC103282468,INPP5K,INPP5K,burlywood,0.858648283,0.562568776
scaffold-ma4,19350076,19360937,maker-scaffold-ma4-augustus-gene-64.5,gpc6,GPC6,GPC6,darkgreen,0.879990224,0.724505666
scaffold-ma4,19306991,19312534,augustus_masked-scaffold-ma4-processed-gene-64.0,gpc6,GPC6,GPC6,darkgreen,0.987806508,0.754237515
scaffold-ma4,22783854,22827129,maker-scaffold-ma4-augustus-gene-76.4,LOC107982244,ERCC5,ERCC5,burlywood,0.790179735,0.492258114
scaffold-ma4,22747451,22780314,maker-scaffold-ma4-augustus-gene-76.5,ipo5,IPO5,IPO5,burlywood,0.877401818,0.497816258
scaffold-ma4,24815721,24824823,maker-scaffold-ma4-augustus-gene-82.4,arglu1,ARGLU1,ARGLU1,darkgreen,0.914624084,0.763267682
scaffold-ma4,24875201,24882383,maker-scaffold-ma4-augustus-gene-83.2,ankrd42,ANKRD42,LOC106540015,magenta2,0.904018853,0.545730847
scaffold-ma4,25945125,26052642,maker-scaffold-ma4-augustus-gene-86.5,dock6,DOCK7,DOCK7,burlywood,0.85546412,0.577941253
scaffold-ma4,32977192,33022213,maker-scaffold-ma4-augustus-gene-110.11,rev1,REV1,REV1,burlywood,0.513434243,0.595815812
scaffold-ma4,33289634,33341632,maker-scaffold-ma4-augustus-gene-111.2,mgat4a,MGAT4A,LOC106543955,darkgreen,0.912876454,0.844232588
scaffold-ma4,36665535,36732187,maker-scaffold-ma4-augustus-gene-122.7,cyfip1,CYFIP1,LOC106554726,darkgreen,0.915519792,0.866444789
scaffold-ma4,37058186,37080441,maker-scaffold-ma4-augustus-gene-123.8,jade3,JADE3,JADE3,magenta2,0.831856341,0.541840503
scaffold-ma4,36899117,36929000,maker-scaffold-ma4-augustus-gene-123.10,slc9a7,SLC9A7,SLC9A7,magenta2,0.857028719,0.368226088
scaffold-ma4,37313920,37345477,augustus_masked-scaffold-ma4-processed-gene-124.3,ppp2r3b,PPP2R3B,PPP2R3B,burlywood,0.773452071,0.383363841
scaffold-ma4,46003213,46063267,maker-scaffold-ma4-augustus-gene-153.6,ctps2,CTPS2,CTPS2,burlywood,0.880330408,0.600789698
scaffold-ma4,47150552,47206953,maker-scaffold-ma4-augustus-gene-157.5,phka2,PHKA1,PHKA2,magenta2,0.883103389,0.611067939
scaffold-ma4,49204548,49230428,maker-scaffold-ma4-augustus-gene-164.4,pdk3,PDK3,PDK3,darkgreen,0.795358621,0.575384945
scaffold-ma4,49547307,49559756,augustus_masked-scaffold-ma4-processed-gene-165.1,arx,ARX,ARX,burlywood,0.893048987,0.711797575
scaffold-ma4,54254896,54272102,maker-scaffold-ma4-augustus-gene-180.10,LOC100562545,LOC103064031,LOC106557320,slateblue1,0.97038111,0.717868845
scaffold-ma4,56786969,56801358,maker-scaffold-ma4-augustus-gene-189.4,reck,LOC103048654,RECK,burlywood,0.718519644,0.27876859
scaffold-ma4,58061608,58081095,maker-scaffold-ma4-augustus-gene-193.8,rrp1b,RRP1B,RRP1B,burlywood,0.819955355,0.504127567
scaffold-ma4,58975437,59048549,augustus_masked-scaffold-ma4-processed-gene-196.1,prdm15,PRDM15,PRDM15,darkgreen,0.822773909,0.540579669
scaffold-ma4,59205958,59223451,maker-scaffold-ma4-augustus-gene-197.4,tmprss2,TMPRSS2,TMPRSS2,darkgreen,0.908501064,0.833845707
scaffold-ma4,59933964,59952441,maker-scaffold-ma4-augustus-gene-199.8,sh3bgr,LOC103054907,LOC106548639,burlywood,0.641795603,0.291135495
scaffold-ma4,61273106,61285146,maker-scaffold-ma4-augustus-gene-204.6,setd4,SETD4,SETD4,burlywood,0.849471194,0.714665328
scaffold-ma4,63184166,63193561,maker-scaffold-ma4-augustus-gene-210.9,sod1,SOD1,SOD1,magenta2,0.81492173,0.582290901
scaffold-ma4,63821417,63850540,maker-scaffold-ma4-augustus-gene-212.10,ltn1,LTN1,LOC106554340,burlywood,0.952537624,0.650842411
scaffold-ma4,66781185,66837775,maker-scaffold-ma4-augustus-gene-222.3,tmprss15,TMPRSS15,TMPRSS15,burlywood,0.903247014,0.613363056
scaffold-ma4,67333303,67391793,maker-scaffold-ma4-augustus-gene-224.2,usp25,USP25,USP25,burlywood,0.501651052,0.247174215
scaffold-ma4,73398127,73403315,maker-scaffold-ma4-augustus-gene-244.15,rint1,RINT1,RINT1,darkgreen,0.861956224,0.609075639
scaffold-ma4,79987284,80015209,maker-scaffold-ma4-augustus-gene-266.8,tomm70,TOMM70,TOMM70,darkgreen,0.561521412,0.123725674
scaffold-ma4,81148072,81174311,maker-scaffold-ma4-augustus-gene-270.18,ccdc80,CCDC80,CCDC80,darkgreen,0.855041923,0.524735184
scaffold-ma4,85705241,85721512,maker-scaffold-ma4-augustus-gene-285.6,LOC100557158,LOC103050267,LOC106549006,darkgreen,0.551483961,0.401940776
scaffold-ma4,87475366,87490167,maker-scaffold-ma4-augustus-gene-291.6,n4bp2l1,N4BP2L1,N4BP2L1,slateblue1,0.760059596,0.402933926
scaffold-ma4,89945646,89955788,maker-scaffold-ma4-augustus-gene-299.8,shisa2,SHISA2,SHISA2,burlywood,0.931644153,0.560912231
scaffold-ma4,90008215,90024316,maker-scaffold-ma4-augustus-gene-300.5,mtmr6,MTMR6,MTMR6,antiquewhite1,0.698732515,0.338979988
scaffold-ma4,89977928,90004554,maker-scaffold-ma4-augustus-gene-300.6,nup58,NUP58,NUP58,burlywood,0.91424401,0.575121303
scaffold-ma4,90993393,90996755,maker-scaffold-ma4-augustus-gene-303.6,fgf9,LOC103058497,FGF9,slateblue1,0.688418642,0.356535806
scaffold-ma4,95451462,95495144,augustus_masked-scaffold-ma4-processed-gene-318.4,LOC100553238,LOC103066693,LOC106552779,burlywood,0.936785091,0.637234585
scaffold-ma4,96140528,96155344,maker-scaffold-ma4-augustus-gene-320.6,pgr,PGR,NR3C1,darkgreen,0.751946784,0.6557805
scaffold-ma4,97708217,97719913,maker-scaffold-ma4-augustus-gene-325.18,vav2,VAV2,LOC106549720,burlywood,0.884090429,0.680543788
scaffold-mi9,814071,817858,augustus_masked-scaffold-mi9-processed-gene-2.3,NA,LOC103059141,LOC106553077,darkgreen,0.887934827,0.734224059
scaffold-mi9,1129467,1133393,maker-scaffold-mi9-augustus-gene-3.11,dgcr6l,LOC103054579,LOC106554225,darkgreen,0.923708901,0.542399129
scaffold-mi9,1129467,1133393,maker-scaffold-mi9-augustus-gene-3.11,dgcr6l,LOC103054579,LOC106554225,darkgreen,0.858934507,0.546624387
scaffold-mi9,1549769,1571373,maker-scaffold-mi9-augustus-gene-5.8,LOC100556911,TMEM132B,LOC106551211,magenta2,0.985818883,0.755747044
scaffold-mi9,1788862,1799255,maker-scaffold-mi9-augustus-gene-6.13,LOC100560356,KIAA1755,LOC106541057,burlywood,0.989798958,0.752962796
scaffold-mi9,2156726,2169623,maker-scaffold-mi9-augustus-gene-7.8,tmem132d,TMEM132C,LOC106538351,burlywood,0.989798958,0.752962796
scaffold-mi9,2830864,2861984,maker-scaffold-mi9-augustus-gene-9.15,ulk1,ULK1,LOC106552852,darkgreen,0.987806508,0.754237515
scaffold-mi9,2966612,2977671,augustus_masked-scaffold-mi9-processed-gene-9.7,noc4l,NOC4L,NOC4L,antiquewhite1,0.732330984,0.602041263
scaffold-mi9,4306344,4321323,augustus_masked-scaffold-mi9-processed-gene-14.5,top3b,TOP3B,LOC106549113,burlywood,0.738080778,0.846852064
scaffold-mi9,4444229,4453463,augustus_masked-scaffold-mi9-processed-gene-14.14,ufd1,UFD1,NA,burlywood,0.6138122,0.355287369
scaffold-mi9,4239102,4257920,augustus_masked-scaffold-mi9-processed-gene-14.11,pi4ka,PI4KA,LOC106539420,darkgreen,0.872854501,0.660795308
scaffold-mi9,5202858,5206830,maker-scaffold-mi9-augustus-gene-17.19,rnf10,RNF10,RNF10,burlywood,0.754518332,0.523506292
scaffold-mi9,5345582,5350510,maker-scaffold-mi9-augustus-gene-17.22,limk1,LIMK2,LIMK2,burlywood,0.8788378,0.553560964
scaffold-mi9,5155744,5159449,maker-scaffold-mi9-augustus-gene-17.23,srsf9,SRSF9,SRSF9,antiquewhite1,0.867829658,0.656683105
scaffold-mi9,5397258,5404560,maker-scaffold-mi9-augustus-gene-18.15,limk1,LIMK2,LIMK2,burlywood,0.879582823,0.664563593
scaffold-mi9,5601108,5627570,augustus_masked-scaffold-mi9-processed-gene-18.7,LOC103281820,LOC103050389,LOC106552074,darkgreen,0.849192791,0.63914356
scaffold-mi9,6073469,6087246,maker-scaffold-mi9-augustus-gene-20.10,upb1,UPB1,UPB1,magenta2,0.895067456,0.777129417
scaffold-mi9,6073469,6087246,maker-scaffold-mi9-augustus-gene-20.10,upb1,UPB1,UPB1,magenta2,0.928011088,0.772754577
scaffold-mi9,6088713,6098367,maker-scaffold-mi9-augustus-gene-20.15,gucd1,GUCD1,GUCD1,magenta2,0.887657677,0.545838646
scaffold-mi9,6493686,6494749,maker-scaffold-mi9-augustus-gene-21.19,NA,NA,NA,burlywood,0.838832363,0.457280256
scaffold-mi9,6465110,6471997,maker-scaffold-mi9-augustus-gene-21.28,LOC100557138,LOC103050525,LOC106549267,antiquewhite1,0.881813748,0.736488209
scaffold-mi9,6402642,6411064,maker-scaffold-mi9-augustus-gene-21.24,LOC100567218,LOC103056433,LOC106547383,darkgreen,0.960787049,0.708419677
scaffold-mi9,6402642,6411064,maker-scaffold-mi9-augustus-gene-21.24,LOC100567218,LOC103056433,LOC106547383,darkgreen,0.944222833,0.699924831
scaffold-ma7,4412428,4434744,maker-scaffold-ma7-augustus-gene-14.7,hnrnpdl,HNRNPDL,HNRNPDL,darkgreen,0.839862478,0.595938708
scaffold-ma7,4412428,4434744,maker-scaffold-ma7-augustus-gene-14.7,hnrnpdl,HNRNPDL,HNRNPDL,darkgreen,0.887897892,0.616541922
scaffold-ma7,6868929,6883578,maker-scaffold-ma7-augustus-gene-23.10,nudt9,NUDT9,TRPM2,antiquewhite1,0.885551615,0.975739722
scaffold-ma7,9813946,9858204,maker-scaffold-ma7-augustus-gene-33.5,grid2,LOC103048614,GRID2,burlywood,0.898158427,0.668027947
scaffold-ma7,12619289,12622312,maker-scaffold-ma7-augustus-gene-42.7,ddit4l,DDIT4L,DDIT4L,burlywood,0.920911723,0.719480995
scaffold-ma7,14896366,14909905,maker-scaffold-ma7-augustus-gene-49.7,LOC100556800,AIMP1,AIMP1,magenta2,0.935701073,0.644758875
scaffold-ma7,15523530,15529763,augustus_masked-scaffold-ma7-processed-gene-51.5,neb,NEB,NEB,burlywood,0.892031782,0.662240384
scaffold-ma7,18298840,18318063,maker-scaffold-ma7-augustus-gene-61.3,arsj,ARSJ,ARSJ,burlywood,0.892709521,0.775305676
scaffold-ma7,20746750,20796860,maker-scaffold-ma7-augustus-gene-69.4,nr3c2,LOC103061543,NR3C2,antiquewhite1,0.892241747,0.76754427
scaffold-ma7,21365435,21377215,maker-scaffold-ma7-augustus-gene-71.4,slc10a7,LOC103066612,LOC106543347,darkgreen,0.887699777,0.507029845
scaffold-ma7,30239580,30255286,maker-scaffold-ma7-augustus-gene-100.8,fgf2,FGF2,FGF2,antiquewhite1,0.957185834,0.842262606
scaffold-ma7,31205897,31212430,maker-scaffold-ma7-augustus-gene-104.10,LOC100564432,LOC103063145,LOC106539830,darkgreen,0.539308065,0.643543494
scaffold-ma7,31205897,31212430,maker-scaffold-ma7-augustus-gene-104.10,LOC100564432,LOC103063145,LOC106539830,darkgreen,0.94345476,0.687070431
scaffold-ma7,35489474,35513870,maker-scaffold-ma7-augustus-gene-118.8,klkb1,KLKB1,KLKB1,magenta2,0.950606358,0.702504135
scaffold-ma7,36466374,36493055,maker-scaffold-ma7-augustus-gene-121.12,enpp6,ENPP6,ENPP6,darkgreen,0.897435252,0.634812663
scaffold-ma7,36522819,36555104,maker-scaffold-ma7-augustus-gene-121.14,stox2,STOX2,STOX2,magenta2,0.881055447,0.483970819
scaffold-ma7,36856626,36859637,maker-scaffold-ma7-augustus-gene-122.10,ing2,ING2,ING2,burlywood,0.818711719,0.783367465
scaffold-ma7,40501287,40594211,augustus_masked-scaffold-ma7-processed-gene-135.1,wdr17,WDR17,WDR17,magenta2,0.869962091,0.547147202
scaffold-ma7,41925395,41940620,maker-scaffold-ma7-augustus-gene-139.8,LOC100566863,LOC107326668,LOC106545924,darkgreen,0.808921848,0.61877877
scaffold-ma7,41925395,41940620,maker-scaffold-ma7-augustus-gene-139.8,LOC100566863,LOC107326668,LOC106545924,darkgreen,0.945470583,0.655885299
scaffold-ma7,41963273,41970975,maker-scaffold-ma7-augustus-gene-139.5,LOC100565302,LOC103065698,LOC106547983,darkgreen,0.7388046,0.359147643
scaffold-ma7,42181363,42186052,maker-scaffold-ma7-augustus-gene-140.7,galntl6,GALNTL6,GALNTL6,burlywood,0.820385273,0.514159393
scaffold-ma7,43487856,43499380,augustus_masked-scaffold-ma7-processed-gene-145.0,LOC100567991,LOC103064268,LOC106553101,burlywood,0.781767344,0.464369951
scaffold-ma7,46570703,46586390,maker-scaffold-ma7-augustus-gene-155.4,cpeb2,LOC103057287,CPEB4,magenta2,0.934439374,0.643246439
scaffold-ma7,46945516,47006336,maker-scaffold-ma7-augustus-gene-156.6,bod1l1,BOD1L1,LOC106550399,magenta2,0.689182106,0.376620682
scaffold-ma7,55357360,55384231,maker-scaffold-ma7-augustus-gene-184.17,LOC100556481,RHOT2,RHOT2,slateblue1,0.97038111,0.717868845
scaffold-ma7,56016920,56025501,maker-scaffold-ma7-augustus-gene-186.8,corin,LOC103057224,TMPRSS15,magenta2,0.746852241,0.429906082
scaffold-ma7,56390155,56392757,maker-scaffold-ma7-augustus-gene-188.5,LOC100566721,LOC103062757,LOC106553361,antiquewhite1,0.781249931,0.49737656
scaffold-ma7,61487779,61500451,maker-scaffold-ma7-augustus-gene-204.26,klb,KLB,LOC106544068,darkgreen,0.934588469,0.73199047
scaffold-ma3,129610,130947,augustus_masked-scaffold-ma3-processed-gene-0.3,kcnv2,LOC103063916,LOC106553981,darkgreen,0.858496884,0.830894083
scaffold-ma3,8357625,8364838,maker-scaffold-ma3-augustus-gene-27.10,wdyhv1,WDYHV1,WDYHV1,magenta2,0.858685943,0.831263474
scaffold-ma3,8507159,8509561,augustus_masked-scaffold-ma3-processed-gene-28.3,zhx2,ZHX2,ZHX2,magenta2,0.657328084,0.541430965
scaffold-ma3,9282323,9311280,maker-scaffold-ma3-augustus-gene-31.5,sntb1,SNTB2,SNTB2,burlywood,0.772946702,0.877221668
scaffold-ma3,9495126,9540092,maker-scaffold-ma3-augustus-gene-31.9,deptor,DEPTOR,DEPTOR,darkgreen,0.835317861,0.554628904
scaffold-ma3,14577929,14620813,maker-scaffold-ma3-augustus-gene-48.2,angpt1,ANGPT1,ANGPT1,darkgreen,0.878169595,0.537347845
scaffold-ma3,15739861,15768635,maker-scaffold-ma3-augustus-gene-52.4,dpys,DPYS,DPYS,darkgreen,0.814196527,0.831649982
scaffold-ma3,16203132,16229885,maker-scaffold-ma3-augustus-gene-54.9,azin1,AZIN1,AZIN1,slateblue1,0.873753087,0.56721484
scaffold-ma3,17771420,17783473,maker-scaffold-ma3-augustus-gene-59.8,rida,RIDA,RIDA,magenta2,0.911611036,0.466933254
scaffold-ma3,18159417,18169288,maker-scaffold-ma3-augustus-gene-60.3,sdc2,SDC2,SDC2,darkgreen,0.987806508,0.754237515
scaffold-ma3,20280193,20317747,maker-scaffold-ma3-augustus-gene-67.5,slc26a7,SLC26A7,LOC106548979,burlywood,0.834056998,0.543047175
scaffold-ma3,21990287,22010617,maker-scaffold-ma3-augustus-gene-73.12,lrrcc1,LRRCC1,LRRCC1,magenta2,0.787042449,0.651165351
scaffold-ma3,22810453,22828851,maker-scaffold-ma3-augustus-gene-76.9,impa1,IMPA1,IMPA1,burlywood,0.903706579,0.617895302
scaffold-ma3,23133020,23150556,augustus_masked-scaffold-ma3-processed-gene-77.2,LOC103278500,LOC103057108,LOC106544176,burlywood,0.931688689,0.671596829
scaffold-ma3,26707770,26720163,maker-scaffold-ma3-augustus-gene-89.5,tram1,TRAM1,TRAM1,burlywood,0.944523394,0.688072405
scaffold-ma3,29243875,29274345,maker-scaffold-ma3-augustus-gene-97.6,asph,ASPH,ASPH,magenta2,0.950606358,0.702504135
scaffold-ma3,29277726,29305017,augustus_masked-scaffold-ma3-processed-gene-97.3,clvs1,CLVS2,CLVS1,darkgreen,0.988721556,0.780462135
scaffold-ma3,30977646,30978469,maker-scaffold-ma3-augustus-gene-103.7,rps20,RPS20,RPS20,darkgreen,0.844608791,0.605749992
scaffold-ma3,31953015,32009033,augustus_masked-scaffold-ma3-processed-gene-106.1,rb1cc1,RB1CC1,RB1CC1,burlywood,0.799681522,0.479999764
scaffold-ma3,34725246,34794330,maker-scaffold-ma3-augustus-gene-116.8,trappc8,TRAPPC8,TRAPPC8,burlywood,0.724878824,0.635408997
scaffold-ma3,37981053,38014466,maker-scaffold-ma3-augustus-gene-126.9,tmem241,TMEM241,TMEM241,magenta2,0.859230509,0.505459619
scaffold-ma3,38414128,38437438,maker-scaffold-ma3-augustus-gene-128.4,abhd3,ABHD1,ABHD1,antiquewhite1,0.842368225,0.59078504
scaffold-ma3,38812205,38833028,maker-scaffold-ma3-augustus-gene-129.9,thoc1,THOC1,LOC106542403,antiquewhite1,0.924422531,0.858041386
scaffold-ma3,39814244,39818981,maker-scaffold-ma3-augustus-gene-132.8,LOC100565496,LOC103060959,LOC106544631,slateblue1,0.73217879,0.297367613
scaffold-ma3,40630422,40661109,augustus_masked-scaffold-ma3-processed-gene-135.1,arhgap28,ARHGAP28,ARHGAP28,magenta2,0.665178309,0.643831905
scaffold-ma3,42074366,42100348,maker-scaffold-ma3-augustus-gene-140.9,vapa,VAPA,VAPB,darkgreen,0.677379266,0.76026113
scaffold-ma3,42044550,42071792,maker-scaffold-ma3-augustus-gene-140.8,rab31,RAB31,RAB31,darkgreen,0.944536558,0.654658655
scaffold-ma3,47417300,47431720,maker-scaffold-ma3-augustus-gene-158.6,c4h18orf63,NA,LOC106548486,burlywood,0.936887078,0.611538441
scaffold-ma3,50880332,50883218,maker-scaffold-ma3-augustus-gene-169.15,b2m,B2M,B2M,slateblue1,0.928882271,0.730609805
scaffold-ma3,51425562,51468836,augustus_masked-scaffold-ma3-processed-gene-171.5,dcdc2,DCDC2,DCDC2,burlywood,0.899529081,0.752279226
scaffold-ma3,51399874,51415920,augustus_masked-scaffold-ma3-processed-gene-171.7,mrs2,MRS2,MRS2,magenta2,0.847109947,0.86203424
scaffold-ma3,53746197,53752866,maker-scaffold-ma3-augustus-gene-179.6,nol7,NOL7,NOL7,burlywood,0.767906647,0.355885855
scaffold-ma3,53659386,53726239,maker-scaffold-ma3-augustus-gene-179.4,LOC100553053,KIF13A,KIF13A,burlywood,0.568851823,0.415642863
scaffold-ma3,58452449,58465752,maker-scaffold-ma3-augustus-gene-194.9,LOC100556061,CDYL,CDYL,darkgreen,0.701678394,0.648947006
scaffold-ma3,60918475,60926438,maker-scaffold-ma3-augustus-gene-203.4,LOC100558228,LOC103058845,LOC106554160,magenta2,0.934439374,0.643246439
scaffold-ma3,62897230,62929630,maker-scaffold-ma3-augustus-gene-209.10,esd,ESD,ESD,darkgreen,0.781850434,0.60363111
scaffold-ma3,70133235,70147515,maker-scaffold-ma3-augustus-gene-233.7,znf622,ZNF622,ZNF622,magenta2,0.880279659,0.791561061
scaffold-ma3,70215701,70223735,maker-scaffold-ma3-augustus-gene-234.2,fbxl7,FBXL7,FBXL7,darkgreen,0.905738945,0.733689409
scaffold-ma3,70673303,70691876,maker-scaffold-ma3-augustus-gene-235.8,fam105a,FAM105A,FAM105A,antiquewhite1,0.935959905,0.780820373
scaffold-ma3,70678720,70678792,trnascan-scaffold-ma3-noncoding-Pseudo_AGA-gene-235.1,NA,NA,NA,darkgreen,0.835217361,0.704087973
scaffold-ma3,72771130,72778986,maker-scaffold-ma3-augustus-gene-242.9,LOC100558735,CMBL,NA,antiquewhite1,0.811228332,0.56201592
scaffold-ma3,72623838,72637019,maker-scaffold-ma3-augustus-gene-242.10,ropn1l,ROPN1L,LOC106546631,magenta2,0.84101648,0.706663975
scaffold-ma3,72787662,72864214,maker-scaffold-ma3-augustus-gene-242.12,nfx1,NFX1,ANKS6,burlywood,0.897469186,0.656389646
scaffold-ma3,72582017,72611919,augustus_masked-scaffold-ma3-processed-gene-242.0,tnrc6a,LOC103058783,TNRC6A,darkgreen,0.895407448,0.709150099
scaffold-ma3,74018848,74059731,maker-scaffold-ma3-augustus-gene-246.8,ndufs6,NDUFS6,NDUFS6,darkgreen,0.631099834,0.598535127
scaffold-ma3,76545915,76557856,maker-scaffold-ma3-augustus-gene-255.12,fastkd3,FASTKD3,LOC106550005,darkgreen,0.836641988,0.506514996
scaffold-ma3,76839051,76844010,maker-scaffold-ma3-augustus-gene-256.9,cst11,LOC103054648,LOC106547693,magenta2,0.743982029,0.349655394
scaffold-ma3,77426403,77500999,augustus_masked-scaffold-ma3-processed-gene-258.0,xrn2,XRN2,XRN2,burlywood,0.641635277,0.834132465
scaffold-ma3,78999683,79018361,augustus_masked-scaffold-ma3-processed-gene-263.3,ube2d2,LOC103062460,LOC106551931,magenta2,0.726171993,0.690022358
scaffold-ma3,80178873,80231137,augustus_masked-scaffold-ma3-processed-gene-267.5,ik,IK,IK,burlywood,0.893855645,0.610394857
scaffold-ma3,80178873,80231137,augustus_masked-scaffold-ma3-processed-gene-267.5,ik,IK,IK,burlywood,0.932034706,0.79297032
scaffold-ma3,82551707,82587969,maker-scaffold-ma3-augustus-gene-275.4,crip2,CRIP2,LOC106552828,darkgreen,0.698138451,0.228256932
scaffold-ma3,82676680,82699607,maker-scaffold-ma3-augustus-gene-275.6,aldh9a1,ALDH9A1,ALDH9A1,darkgreen,0.823895847,0.827354291
scaffold-ma3,82855903,82891838,augustus_masked-scaffold-ma3-processed-gene-276.1,prkab2,PRKAB2,LOC106543036,magenta2,0.890348815,0.574406705
scaffold-ma3,84009695,84023364,maker-scaffold-ma3-augustus-gene-280.6,tedc1,TEDC1,TEDC1,magenta2,0.912221299,0.844886718
