Chr,Start,End,GeneID,Homolog_Anolis,Homolog_Python,Homolog_Thamnophis,baseMean,log2FoldChange,lfcSE,pvalue,padj
scaffold-ma1,44157378,44162255,maker-scaffold-ma1-augustus-gene-147.6,egln1,EGLN3,EGLN3,18.56294385,1.838894216,1.660810513,0.001111153,0.022032143
scaffold-ma1,43208320,43223994,maker-scaffold-ma1-augustus-gene-144.2,mbip,MBIP,MBIP,18.2388289,-1.651964821,0.884798853,0.001547192,0.027041927
scaffold-ma1,43647611,43652802,maker-scaffold-ma1-augustus-gene-145.7,nfkbia,NFKBIA,NFKBIA,36.37464192,3.514408896,1.008867259,3.6e-06,0.000329328
scaffold-ma1,53670331,53672546,augustus_masked-scaffold-ma1-processed-gene-178.2,chac1,CHAC1,CHAC1,37.80940634,2.489366759,1.205307677,0.000318834,0.009347255
scaffold-ma1,56417493,56430145,maker-scaffold-ma1-augustus-gene-188.12,dnal1,DNAL1,DNAL1,239.3526115,1.079437756,0.440448794,0.000737417,0.016562808
scaffold-ma1,58575521,58629750,maker-scaffold-ma1-augustus-gene-195.11,smoc1,SMOC1,SMOC1,154.3777599,2.197419518,0.867562353,0.000197545,0.006536255
scaffold-ma1,71571763,71634022,maker-scaffold-ma1-augustus-gene-238.10,LOC100567152,ANO1,ANO1,29.76240408,2.382930765,1.185436121,0.000414001,0.011285527
scaffold-ma1,89251242,89306676,maker-scaffold-ma1-augustus-gene-297.7,pik3c2a,PIK3C2A,PIK3C2B,28.12072468,3.18491031,0.911008659,5.72e-06,0.000472935
scaffold-ma1,93238957,93242585,maker-scaffold-ma1-augustus-gene-310.3,NA,ADM,ADM,38.11799103,3.406737626,1.03001987,6.77e-06,0.000539534
scaffold-ma1,92871316,92885556,maker-scaffold-ma1-augustus-gene-309.8,wee1,WEE1,WEE1,9.46829273,1.599719836,1.414721558,0.003519421,0.047870564
scaffold-ma1,96003296,96084602,maker-scaffold-ma1-augustus-gene-320.5,lrp5,LRP5,LRP5,29.15840494,1.870386563,1.131594756,0.001624403,0.028044413
scaffold-ma1,96003296,96084602,maker-scaffold-ma1-augustus-gene-320.5,lrp5,LRP5,LRP5,6.830522266,1.890686659,1.593276155,0.001339407,0.024984037
scaffold-ma1,102282172,102306986,maker-scaffold-ma1-augustus-gene-341.10,max,MAX,MAX,109.8600964,1.433395556,0.70776788,0.001433558,0.025968819
scaffold-ma1,102999393,103000958,maker-scaffold-ma1-augustus-gene-343.9,NA,NA,LOC106549204,62.1461651,1.805287664,0.833880613,0.000683765,0.015763122
scaffold-ma1,105703514,105751388,augustus_masked-scaffold-ma1-processed-gene-352.5,mon2,LOC103063755,LOC106538877,558.0441475,1.786723073,0.529093496,2.59e-05,0.001516173
scaffold-ma1,111368403,111383804,maker-scaffold-ma1-augustus-gene-371.6,eaf2,EAF2,EAF2,40.96220881,2.101456933,0.880215721,0.000303062,0.009073171
scaffold-ma1,114274411,114310630,maker-scaffold-ma1-augustus-gene-381.11,LOC100556166,LOC103064355,LOC106556366,23.42512415,-1.591191658,0.694812838,0.000641575,0.015035894
scaffold-ma1,137492973,137554031,augustus_masked-scaffold-ma1-processed-gene-458.3,map3k20,MAP3K20,LOC106546812,307.3687469,2.593095608,0.633585183,1.36e-06,0.000156336
scaffold-ma1,135258328,135307725,maker-scaffold-ma1-augustus-gene-451.9,abcb11,ABCB11,ABCB11,123.4033893,-1.763656225,0.670422817,0.000231723,0.007419072
scaffold-ma1,150139466,150159049,maker-scaffold-ma1-augustus-gene-500.10,LOC100558629,MOB4,LOC106538308,11.32757266,1.634106164,1.105698679,0.003113422,0.043582303
scaffold-ma1,160507049,160522736,augustus_masked-scaffold-ma1-processed-gene-535.4,NA,NA,LOC106552074,44.90330786,1.264402464,0.669358849,0.002435053,0.037313457
scaffold-ma1,166392619,166424111,maker-scaffold-ma1-augustus-gene-554.5,tnfrsf21,TNFRSF21,TNFRSF21,69.91941034,1.744524925,0.903529476,0.001207136,0.023213462
scaffold-ma1,167888590,167902681,maker-scaffold-ma1-augustus-gene-560.12,LOC100564897,LOC103050042,LOC106552186,49.34479915,-1.564676462,1.077865878,0.003658577,0.04894745
scaffold-ma1,179656177,179692265,maker-scaffold-ma1-augustus-gene-599.8,ctnna1,CTNNA1,CTNNA1,84.71229236,1.557147277,0.716203491,0.000877999,0.018637094
scaffold-ma1,179916704,179918614,maker-scaffold-ma1-augustus-gene-599.15,cpb2,CPB2,LOC106555745,344.3373982,-2.670071903,0.751362092,8.45e-06,0.000640164
scaffold-ma1,180037053,180059634,maker-scaffold-ma1-augustus-gene-600.20,wdfy3,WDFY4,LOC106541247,55.54827673,1.836124584,1.100113578,0.001683353,0.028792047
scaffold-ma1,186780770,186785049,maker-scaffold-ma1-augustus-gene-622.9,sdc1,SDC1,LOC106543676,5261.56937,1.773338785,0.584654703,7.56e-05,0.003326502
scaffold-ma1,194519689,194533188,maker-scaffold-ma1-augustus-gene-648.4,alkal2,ALKAL2,ALKAL2,113.0640154,-1.283048922,0.507675485,0.000479016,0.01228209
scaffold-ma1,195507537,195521015,maker-scaffold-ma1-augustus-gene-651.10,cln8,CLN8,CLN8,22.09814667,2.080488725,1.092684145,0.000794299,0.017309702
scaffold-ma1,189568068,189638571,maker-scaffold-ma1-augustus-gene-632.14,atad2b,ATAD2B,ATAD2B,24.15956622,1.549571124,0.976318621,0.003042871,0.043119779
scaffold-ma1,198613901,198617874,maker-scaffold-ma1-augustus-gene-662.10,LOC103282722,LOC103054201,LOC106556146,10.42642096,2.283900961,1.725498183,0.000431926,0.01150794
scaffold-ma1,198312789,198320880,maker-scaffold-ma1-augustus-gene-661.9,NA,NA,NA,75.86554263,-1.721657898,1.014299921,0.001931116,0.031651562
scaffold-ma1,206253970,206275109,augustus_masked-scaffold-ma1-processed-gene-687.1,hnf1b,HNF1A,HNF1A,38.81517074,-2.706079662,0.829836628,1.93e-05,0.001200945
scaffold-ma1,206253970,206275109,augustus_masked-scaffold-ma1-processed-gene-687.1,hnf1b,HNF1A,HNF1A,175.4665913,-3.058213079,0.674354262,1.63e-07,3.72e-05
scaffold-ma1,199477754,199559052,maker-scaffold-ma1-augustus-gene-665.6,dst,DST,LOC106550899,54.28452125,2.470961647,0.699450656,1.05e-05,0.000762671
scaffold-ma1,206430895,206438369,maker-scaffold-ma1-augustus-gene-688.11,tmem30a,TMEM30A,TMEM30A,60.31784044,1.849453147,0.576320808,4.23e-05,0.002167276
scaffold-ma1,211685696,211715867,maker-scaffold-ma1-augustus-gene-705.8,bach2,BACH2,BACH2,21.36891396,2.892991097,1.013083029,4.18e-05,0.002157012
scaffold-ma1,220022263,220031636,maker-scaffold-ma1-augustus-gene-733.9,c1h6orf203,LOC103064992,LOC106546879,151.0233649,-0.993553253,0.527065001,0.003641776,0.048871986
scaffold-ma1,221689744,221691355,augustus_masked-scaffold-ma1-processed-gene-739.0,ddo,DDO,DDO,82.93897949,1.60164286,0.889306485,0.001889182,0.031161472
scaffold-ma1,221565446,221603290,maker-scaffold-ma1-augustus-gene-738.8,cdc40,CDC40,CDC40,41.48569224,1.361811119,0.629403297,0.001121814,0.022108333
scaffold-ma1,232312034,232335439,augustus_masked-scaffold-ma1-processed-gene-774.5,LOC100552635,LOC103051468,LOC106538319,10.56398704,1.629507468,1.449477621,0.003107193,0.043573616
scaffold-ma1,232312034,232335439,augustus_masked-scaffold-ma1-processed-gene-774.5,LOC100552635,LOC103051468,LOC106538319,38.25890695,1.665628836,1.163055494,0.003087723,0.043410027
scaffold-ma1,234989942,235008016,maker-scaffold-ma1-augustus-gene-783.6,tnfaip3,TNFAIP3,TNFAIP3,223.9114007,3.492645915,1.002562449,3.73e-06,0.000339147
scaffold-ma1,232073545,232077437,maker-scaffold-ma1-augustus-gene-773.16,fth1,FTH1,FTH1,75.47658809,2.03159188,0.969083243,0.000603272,0.014340925
scaffold-ma1,232073545,232077437,maker-scaffold-ma1-augustus-gene-773.16,fth1,FTH1,FTH1,24.98196489,1.79273135,1.157514074,0.002129561,0.0339724
scaffold-ma1,238357324,238369604,maker-scaffold-ma1-augustus-gene-794.3,rab32,RAB32,RAB32,349.2465987,1.913609395,0.55333166,1.83e-05,0.00115454
scaffold-ma1,243187102,243192305,maker-scaffold-ma1-augustus-gene-810.6,dnajc22,DNAJC22,DNAJC22,14.54611321,-2.195890411,0.961603844,0.000338593,0.00977892
scaffold-ma1,247517617,247522521,maker-scaffold-ma1-augustus-gene-825.4,rps6ka2,LOC103062179,LOC106556931,109.4330776,2.251553265,0.863415058,0.000157277,0.005604975
scaffold-ma1,247544775,247598505,maker-scaffold-ma1-augustus-gene-825.5,rps6ka2,LOC103062179,LOC106556931,13.0674508,2.029548205,1.35525077,0.001337864,0.024984037
scaffold-ma1,250326090,250341589,maker-scaffold-ma1-augustus-gene-834.12,rab4a,LOC103050447,RAB4A,128.9846312,1.292855094,0.636493721,0.001679761,0.028792047
scaffold-ma1,252031867,252040351,maker-scaffold-ma1-augustus-gene-840.7,tomm20,TOMM20,TOMM20,34.35111704,1.628704169,0.875511991,0.00161678,0.02794386
scaffold-ma1,259906586,259947164,maker-scaffold-ma1-augustus-gene-866.21,xpo5,XPO5,LOC106541567,12.00524904,1.758502542,1.361846192,0.002610054,0.038771526
scaffold-ma1,265642998,265643333,augustus_masked-scaffold-ma1-processed-gene-885.1,fosl2,FOSL2,FOSL2,85.55928585,4.452554006,0.889349454,2.26e-09,1.53e-06
scaffold-ma1,265395162,265434651,maker-scaffold-ma1-augustus-gene-884.7,rbks,LOC103053317,RBKS,12.72199954,1.708407642,1.175309218,0.002775556,0.040456461
scaffold-ma1,274330409,274334085,maker-scaffold-ma1-augustus-gene-914.14,atf3,ATF3,ATF3,737.3036471,4.728267019,0.723044274,2.22e-13,3.83e-10
scaffold-ma1,272822822,272854665,maker-scaffold-ma1-augustus-gene-909.5,ush2a,USH2A,LOC106544549,39.0550823,-2.132127033,1.115857665,0.000724855,0.016394179
scaffold-ma1,272676639,272792794,maker-scaffold-ma1-augustus-gene-909.4,ush2a,USH2A,LOC106544549,125.6538966,-1.649511876,1.090844102,0.002894624,0.041761066
scaffold-ma1,276985004,277015680,maker-scaffold-ma1-augustus-gene-923.6,haao,HAAO,HAAO,263.2244693,-2.150018991,0.737268205,7.97e-05,0.003440165
scaffold-ma1,280014852,280025381,maker-scaffold-ma1-augustus-gene-933.13,gch1,LOC103050242,LOC106553155,18.9751815,2.356669839,1.578842547,0.000532242,0.013235546
scaffold-ma1,283641063,283650360,maker-scaffold-ma1-augustus-gene-945.8,tacstd2,EPCAM,EPCAM,87.61199543,2.971849088,0.923248917,1.6e-05,0.001033975
scaffold-ma1,294517193,294554927,augustus_masked-scaffold-ma1-processed-gene-981.2,znf395,ZNF395,ZNF395,7.922403197,1.756492948,1.660255401,0.00120938,0.023227868
scaffold-ma1,298056081,298070212,maker-scaffold-ma1-augustus-gene-993.12,nsun5,NSUN5,NSUN5,54.5043642,2.084556189,0.668791315,4.77e-05,0.002352797
scaffold-ma1,304745232,304762835,maker-scaffold-ma1-augustus-gene-1016.4,ncf1,NCF1,NCF1,190.1765525,1.649733282,0.674030075,0.00041035,0.011205669
scaffold-ma1,307881254,307935735,maker-scaffold-ma1-augustus-gene-1026.4,rap1gap2,RAP1GAP2,RAP1GAP2,11.597102,1.988087823,1.591504429,0.00112985,0.022194194
scaffold-ma1,309019962,309031715,maker-scaffold-ma1-augustus-gene-1030.4,lgals8,LGALS8,LOC106555033,65.82980842,1.725957584,0.829056742,0.000897726,0.018926548
scaffold-ma1,309019962,309031715,maker-scaffold-ma1-augustus-gene-1030.4,lgals8,LGALS8,LOC106555033,45.48647245,1.931349929,0.991058727,0.000912231,0.019180296
scaffold-ma5,579959,593762,augustus_masked-scaffold-ma5-processed-gene-2.1,abhd4,HNRNPM,RFX2,806.188787,1.862976109,0.385292929,6.69e-08,1.79e-05
scaffold-ma5,3517165,3549324,augustus_masked-scaffold-ma5-processed-gene-11.1,ank3,ANK3,ANK3,918.6050829,-1.129501862,0.602858836,0.003047079,0.043119779
scaffold-ma5,5201407,5205082,maker-scaffold-ma5-augustus-gene-17.3,smkr1,NA,NA,29.0169015,2.108760626,0.75678325,0.000115869,0.004448306
scaffold-ma5,7295285,7342230,augustus_masked-scaffold-ma5-processed-gene-24.6,LOC100561579,SFTPA1,LOC106537513,5557.537403,1.795855674,0.761461166,0.000443029,0.011667427
scaffold-ma5,7351863,7381809,augustus_masked-scaffold-ma5-processed-gene-24.7,LOC100559406,LOC103059146,SFTPD,14.03951026,1.811379514,1.141862341,0.001966402,0.032060817
scaffold-ma5,25690460,25694223,maker-scaffold-ma5-augustus-gene-85.11,NA,MFSD12,MFSD12,81.97721427,3.328178763,0.750539719,1.84e-07,4.06e-05
scaffold-ma5,25690460,25694223,maker-scaffold-ma5-augustus-gene-85.11,NA,MFSD12,MFSD12,51.11497098,3.373102863,0.815429909,5.53e-07,8.19e-05
scaffold-ma5,28230764,28239253,maker-scaffold-ma5-augustus-gene-94.1,bnip3,BNIP3,BNIP3,178.5868216,1.274579869,0.724335086,0.003215029,0.044567347
scaffold-ma5,33650219,33671142,augustus_masked-scaffold-ma5-processed-gene-112.4,oat,OAT,OAT,16.60833008,-1.613546576,0.951039533,0.00227148,0.035343067
scaffold-ma5,36276040,36288677,maker-scaffold-ma5-augustus-gene-121.5,rab1a,RAB1A,RAB1A,183.1068852,0.988590303,0.52475288,0.003681023,0.04913345
scaffold-ma5,42744808,42759120,maker-scaffold-ma5-augustus-gene-142.5,dusp5,DUSP5,DUSP5,30.60842765,3.989373809,1.018751058,4.37e-07,7.08e-05
scaffold-ma5,42744808,42759120,maker-scaffold-ma5-augustus-gene-142.5,dusp5,DUSP5,DUSP5,36.35392986,3.861113256,0.805697362,1.77e-08,8.08e-06
scaffold-ma5,46613287,46622844,augustus_masked-scaffold-ma5-processed-gene-155.2,trim8,TRIM8,TRIM8,110.2021072,1.322859645,0.678317003,0.001956935,0.031973556
scaffold-ma5,46613287,46622844,augustus_masked-scaffold-ma5-processed-gene-155.2,trim8,TRIM8,TRIM8,106.619372,1.256225322,0.653102677,0.002272347,0.035343067
scaffold-ma5,50377457,50390603,maker-scaffold-ma5-augustus-gene-168.10,LOC100563006,LOC103056609,LOC106537859,68.50895306,-1.807716451,0.915752101,0.001021121,0.020794467
scaffold-ma5,56989697,57013041,maker-scaffold-ma5-augustus-gene-190.7,pask,PASK,PASK,16.16823465,1.81829585,1.182004504,0.002052674,0.033028049
scaffold-ma5,62870136,62905175,maker-scaffold-ma5-augustus-gene-209.11,agfg1,AGFG1,AGFG1,6.224322842,1.696839524,1.612751918,0.001630123,0.028111929
scaffold-ma5,63853488,63966020,augustus_masked-scaffold-ma5-processed-gene-213.1,xrn1,XRN1,XRN1,182.8608157,-2.398963871,0.783212687,4.39e-05,0.002220877
scaffold-ma5,66860223,66902591,maker-scaffold-ma5-augustus-gene-223.7,LOC100562609,LOC103064521,CPA6,10.95643835,-2.032134828,1.252922697,0.001242574,0.023574002
scaffold-ma5,70056547,70064904,maker-scaffold-ma5-augustus-gene-233.6,tiparp,TIPARP,TIPARP,62.35358076,2.070901329,0.859040003,0.000297258,0.008944671
scaffold-ma5,77314910,77417840,maker-scaffold-ma5-augustus-gene-258.5,fndc3b,FNDC3B,LOC106548227,1520.802719,1.800080124,0.548062571,3.45e-05,0.001886407
scaffold-ma5,77314910,77417840,maker-scaffold-ma5-augustus-gene-258.5,fndc3b,FNDC3B,LOC106548227,44.76591243,1.723860502,0.703952012,0.00038129,0.010579449
scaffold-ma5,83430825,83486868,augustus_masked-scaffold-ma5-processed-gene-278.1,atp11b,ATP11B,ATP11B,18.47818385,1.773513761,0.965407489,0.001394659,0.025729979
scaffold-ma5,83430825,83486868,augustus_masked-scaffold-ma5-processed-gene-278.1,atp11b,ATP11B,ATP11B,108.6388729,1.142533658,0.504207749,0.001125739,0.022141431
scaffold-ma5,83830187,83866372,augustus_masked-scaffold-ma5-processed-gene-279.6,kng1,NA,LOC106550463,67.30748478,-2.135427326,1.016613017,0.000522016,0.013061325
scaffold-ma5,83874143,83882372,maker-scaffold-ma5-augustus-gene-279.16,LOC100562242,NA,NA,12238.25055,-1.639094515,0.713170024,0.000598742,0.014268803
scaffold-ma5,84052150,84052487,augustus_masked-scaffold-ma5-processed-gene-280.4,ahsg,AHSG,AHSG,246.2582433,-2.484454072,0.825917441,4.7e-05,0.002333156
scaffold-mi3,653803,664220,augustus_masked-scaffold-mi3-processed-gene-2.4,lipc,LIPC,LIPC,22.10909635,-1.872782678,1.073606373,0.001414766,0.025900337
scaffold-mi3,1001349,1040165,augustus_masked-scaffold-mi3-processed-gene-3.8,LOC100553810,TLN2,TLN1,25.05719582,-1.435006166,0.895287451,0.003526205,0.047870564
scaffold-mi3,1632668,1660502,augustus_masked-scaffold-mi3-processed-gene-5.3,trpm1,TRPM1,TRPM3,12.26083302,-1.793791027,1.368577039,0.002390869,0.036802677
scaffold-mi3,1999059,2009246,maker-scaffold-mi3-augustus-gene-6.11,tarsl2,TARSL2,LOC106542017,126.763559,-1.177623148,0.582333102,0.001993213,0.032423654
scaffold-mi3,4097237,4102218,maker-scaffold-mi3-augustus-gene-13.23,LOC100567684,LOC103062077,LOC106539700,11.93886317,-2.104538621,1.176638103,0.000902947,0.019010821
scaffold-mi3,5006342,5022197,maker-scaffold-mi3-augustus-gene-16.10,arih1,ARIH1,ARIH1,185.1586333,1.11580884,0.612940011,0.00352277,0.047870564
scaffold-mi3,7584446,7588657,maker-scaffold-mi3-augustus-gene-25.11,NA,NA,NA,100.6821065,2.405519659,0.847409751,7.77e-05,0.003373175
scaffold-mi3,8318149,8358316,augustus_masked-scaffold-mi3-processed-gene-27.7,LOC100557720,LOC103051113,PDE8B,11.11888283,-1.846485388,1.091144269,0.001599015,0.027791382
scaffold-mi3,9878849,9892268,maker-scaffold-mi3-augustus-gene-33.9,LOC100555786,LOC103064663,LOC106544271,15.03418294,-1.912407599,1.329869588,0.001792193,0.03001816
scaffold-mi3,14390735,14396355,maker-scaffold-mi3-augustus-gene-48.6,wisp1,WISP1,WISP1,2120.89294,1.805605123,0.624971308,0.000111499,0.004320395
scaffold-mi6,6152537,6177122,augustus_masked-scaffold-mi6-processed-gene-20.6,gpt2,GPT2,LOC106554518,164.5002468,-2.47874519,0.85009632,5.97e-05,0.002847064
scaffold-mi6,8937003,8952478,augustus_masked-scaffold-mi6-processed-gene-29.13,hsd11b2,LOC103059298,LOC106545466,1514.789341,-1.593663459,0.910275313,0.002108969,0.033747846
scaffold-mi6,9326423,9360817,augustus_masked-scaffold-mi6-processed-gene-31.7,ranbp10,RANBP10,RANBP10,20.47846584,1.770304231,0.967042208,0.001417797,0.025900337
scaffold-mi6,9616039,9620363,augustus_masked-scaffold-mi6-processed-gene-32.1,rrad,RRAD,GEM,40.60468313,3.021834162,1.100602681,4.3e-05,0.002196333
scaffold-mi6,11231773,11301092,maker-scaffold-mi6-augustus-gene-37.5,LOC100560913,CDH8,CDH11,7.127260402,-2.10348144,1.403756659,0.001113093,0.022032143
scaffold-ma6,1298028,1310912,maker-scaffold-ma6-augustus-gene-4.10,cd36,CD36,SCARB2,21.03656496,-1.745665622,0.836069489,0.000865992,0.018443546
scaffold-ma6,1760272,1766732,maker-scaffold-ma6-augustus-gene-5.6,hgf,HGF,NA,28.55764299,3.161326383,0.873473101,4.12e-06,0.000365682
scaffold-ma6,3041774,3047252,maker-scaffold-ma6-augustus-gene-10.8,rassf8,RASSF8,RASSF8,23.5328757,2.545033327,1.446682463,0.000364918,0.010309268
scaffold-ma6,5605647,5634606,maker-scaffold-ma6-augustus-gene-18.11,smc1b,SMC1B,SMC1B,6.199715019,-1.701259571,1.381210635,0.002945171,0.042333093
scaffold-ma6,5709960,5711425,maker-scaffold-ma6-augustus-gene-19.4,c8g,C8G,LOC106541987,295.7926535,-1.848339795,0.532770939,1.84e-05,0.00115454
scaffold-ma6,12533121,12559188,maker-scaffold-ma6-augustus-gene-41.9,trabd,TRABD,TRABD,20.7387613,1.999829387,0.971178399,0.000675577,0.015620707
scaffold-ma6,23039200,23051921,maker-scaffold-ma6-augustus-gene-76.5,slc38a2,SLC38A2,SLC38A4,40.26548667,2.354559832,1.067859538,0.000318024,0.009341138
scaffold-ma6,32295885,32301187,maker-scaffold-ma6-augustus-gene-107.8,tbc1d15,TBC1D15,TBC1D15,30.44254498,2.374769656,0.791637261,5.3e-05,0.002575555
scaffold-ma6,42413998,42436033,maker-scaffold-ma6-augustus-gene-141.14,hal,HAL,HAL,132.8056328,-2.332138096,0.924298877,0.000174318,0.006019005
scaffold-ma6,44567474,44591108,maker-scaffold-ma6-augustus-gene-148.9,gas2l3,GAS2L3,GAS2L3,41.53417145,4.145972702,1.031499595,2.32e-07,4.8e-05
scaffold-ma6,44443729,44475695,maker-scaffold-ma6-augustus-gene-148.5,scyl2,SCYL2,SCYL2,28.67814866,1.730553231,1.16714986,0.002579629,0.038503631
scaffold-ma6,44360984,44418668,augustus_masked-scaffold-ma6-processed-gene-148.1,uhrf1bp1l,LOC103054042,UHRF1BP1L,12.37273766,1.852628503,1.127802082,0.00169842,0.028968224
scaffold-ma6,50387133,50407147,augustus_masked-scaffold-ma6-processed-gene-168.0,gcat,GCAT,LOC106544389,1737.651357,1.051819344,0.530910239,0.002629674,0.038877135
scaffold-ma6,55528446,55558410,maker-scaffold-ma6-augustus-gene-185.10,txnrd1,LOC103049323,LOC106557038,68.64932666,2.605736602,1.029379872,0.000121436,0.00460214
scaffold-ma6,55735463,55830897,augustus_masked-scaffold-ma6-processed-gene-186.0,stab2,STAB2,LOC106557031,540.2505948,-0.908453517,0.449837253,0.002979605,0.04270951
scaffold-ma6,58384347,58408983,maker-scaffold-ma6-augustus-gene-194.12,kiaa1147,KIAA1147,KIAA1147,21.04563582,2.892717615,1.166631649,8.54e-05,0.003595843
scaffold-ma6,58645547,58675405,maker-scaffold-ma6-augustus-gene-195.2,creb3l2,CREB3L2,CREB3,14.39967671,2.490767685,1.453810992,0.000419684,0.011316933
scaffold-mi10,1551835,1552536,augustus_masked-scaffold-mi10-processed-gene-5.12,cdc42ep2,CDC42EP2,CDC42EP2,403.3678777,1.715398456,0.768507712,0.000647039,0.015141099
scaffold-mi10,3186923,3197070,maker-scaffold-mi10-augustus-gene-10.40,adamts4,ADAMTS4,ADAMTS4,225.6130549,3.788378586,0.808220374,3.19e-08,1.12e-05
scaffold-mi10,3186923,3197070,maker-scaffold-mi10-augustus-gene-10.40,adamts4,ADAMTS4,ADAMTS4,12.46623493,2.566773571,1.61496541,0.000309612,0.009193945
scaffold-mi10,5075175,5079123,maker-scaffold-mi10-augustus-gene-16.67,mcl1,MCL1,MCL1,68.1440006,1.912924934,0.831637387,0.000450044,0.011792226
scaffold-mi10,5075175,5079123,maker-scaffold-mi10-augustus-gene-16.67,mcl1,MCL1,MCL1,97.17732699,1.681466809,0.761893534,0.000711057,0.01622995
scaffold-mi1,11618058,11636870,maker-scaffold-mi1-augustus-gene-38.10,eif4ebp1,EIF4EBP1,EIF4EBP1,178.4419101,2.197776009,0.770466079,9.07e-05,0.003746368
scaffold-mi1,11684832,11691449,maker-scaffold-mi1-augustus-gene-39.14,star,STAR,STAR,32.86252045,4.132756946,1.260452904,1.75e-06,0.00019014
scaffold-mi1,13213595,13235820,maker-scaffold-mi1-augustus-gene-44.7,bnip3l,BNIP3L,BNIP3L,157.6805327,1.324649788,0.673618615,0.001879976,0.031042582
scaffold-mi1,13638349,13652104,maker-scaffold-mi1-augustus-gene-45.10,cdca2,LOC103058466,LOC106541420,57.12448487,1.668693265,1.16331828,0.00306184,0.043289231
scaffold-mi1,15575329,15596660,augustus_masked-scaffold-mi1-processed-gene-52.1,slc39a14,SLC39A14,SLC39A14,105.743548,3.895691464,0.943274346,2.49e-07,4.98e-05
scaffold-mi1,17326869,17332119,maker-scaffold-mi1-augustus-gene-57.24,mat2a,LOC103051267,MAT2A,708.4533113,2.816482937,0.575259728,3.81e-08,1.26e-05
scaffold-mi1,17739767,17752363,maker-scaffold-mi1-augustus-gene-59.22,arid5a,ARID5A,ARID5A,10.68119888,2.035864873,1.565945991,0.001092774,0.021824576
scaffold-mi1,17720981,17724509,maker-scaffold-mi1-augustus-gene-59.21,NA,NA,LOC106544555,50.23681764,1.609845278,0.873760886,0.001718608,0.029216335
scaffold-mi1,18248628,18271635,augustus_masked-scaffold-mi1-processed-gene-60.12,st14,ST14,LOC106548353,73.55082521,1.34124517,0.803318728,0.003544641,0.048017992
scaffold-mi1,21726448,21729149,maker-scaffold-mi1-augustus-gene-72.9,NA,NA,NA,89.27514418,-2.865491001,1.006393694,4.42e-05,0.00222368
scaffold-mi1,22099474,22105215,maker-scaffold-mi1-augustus-gene-73.30,slc37a4,SLC37A4,SLC37A4,30.47581423,-1.942255131,0.945740524,0.000734997,0.016562808
scaffold-ma2,1275648,1286725,maker-scaffold-ma2-augustus-gene-4.16,pbx2,PBX2,PBX2,24.04037648,2.382232006,0.942283721,0.000162697,0.005735822
scaffold-ma2,2352495,2361361,maker-scaffold-ma2-augustus-gene-7.5,LOC103278044,LOC103066427,LOC106554235,158.0166511,3.207890122,0.866996843,3.03e-06,0.000296002
scaffold-ma2,3948506,3952373,maker-scaffold-ma2-augustus-gene-13.9,LOC100557679,LOC103053034,LOC106553925,52.62080413,-1.951266477,0.780325138,0.000271477,0.008354336
scaffold-ma2,6428089,6489021,augustus_masked-scaffold-ma2-processed-gene-21.4,il17rc,IL17RC,IL17RC,15.11534821,2.067359437,1.481180365,0.001161806,0.022565172
scaffold-ma2,6428089,6489021,augustus_masked-scaffold-ma2-processed-gene-21.4,il17rc,IL17RC,IL17RC,6.47906622,1.604712401,1.586376782,0.002021856,0.032758705
scaffold-ma2,7313534,7332546,augustus_masked-scaffold-ma2-processed-gene-24.4,impdh2,IMPDH2,IMPDH2,18.1081894,1.596946122,0.967049489,0.002527282,0.038273786
scaffold-ma2,16995166,17000255,maker-scaffold-ma2-augustus-gene-56.5,arl6ip5,ARL6IP5,PRAF2,365.4697054,1.474269976,0.613343578,0.000544994,0.013487741
scaffold-ma2,19484668,19499989,maker-scaffold-ma2-augustus-gene-65.2,rybp,RYBP,RYBP,15.07803334,1.885113333,1.091624062,0.001425179,0.025942589
scaffold-ma2,18900960,18937806,maker-scaffold-ma2-augustus-gene-63.17,atp7b,ATP7B,ATP7A,108.3818991,-3.914523628,0.942726917,2.22e-07,4.67e-05
scaffold-ma2,18900960,18937806,maker-scaffold-ma2-augustus-gene-63.17,atp7b,ATP7B,ATP7A,13.96134358,-2.312931101,1.246954394,0.000570065,0.013840104
scaffold-ma2,18900960,18937806,maker-scaffold-ma2-augustus-gene-63.17,atp7b,ATP7B,ATP7A,9.446580918,-1.762629128,1.282005557,0.002600075,0.038660258
scaffold-ma2,18959983,18993214,augustus_masked-scaffold-ma2-processed-gene-63.7,nek5,NEK5,NEK5,32.12921013,-1.457408072,0.891868172,0.003212427,0.044567347
scaffold-ma2,26826858,26844885,maker-scaffold-ma2-augustus-gene-89.10,irak2,IRAK2,IRAK2,32.550982,3.494660592,0.849013814,5.02e-07,7.73e-05
scaffold-ma2,29313990,29361596,maker-scaffold-ma2-augustus-gene-97.2,slc41a3,SLC41A3,LOC106545226,51.63092209,-1.931116331,0.821780773,0.000394425,0.010866268
scaffold-ma2,28965978,29011255,maker-scaffold-ma2-augustus-gene-96.8,uroc1,UROC1,UROC1,108.8256482,-1.605196793,0.88176899,0.00180821,0.03017827
scaffold-ma2,36415606,36422394,maker-scaffold-ma2-augustus-gene-121.11,LOC100554414,LOC103057872,LOC106549518,83.33964886,-1.278172928,0.700457856,0.002766862,0.040367606
