Chr,Start,End,GeneID,Homolog_Anolis,Homolog_Python,Homolog_Thamnophis,Module,Gene_MM,Gene_TS
scaffold-ma3,25955189,25965208,maker-scaffold-ma3-augustus-gene-86.7,sbspon,SBSPON,SBSPON,midnightblue,0.903722042,0.571875003
scaffold-ma3,26707770,26720163,maker-scaffold-ma3-augustus-gene-89.5,tram1,TRAM1,TRAM1,midnightblue,0.603806214,0.768589965
scaffold-ma3,27529921,27553980,maker-scaffold-ma3-augustus-gene-91.4,cpa6,CPA6,CPA6,firebrick4,0.91311584,0.609724642
scaffold-ma3,28071965,28080573,maker-scaffold-ma3-augustus-gene-93.13,mtfr1,MTFR1,MTFR1,bisque4,0.773631209,0.404824011
scaffold-ma3,30818175,30818645,augustus_masked-scaffold-ma3-processed-gene-102.2,efs,BCAR1,EFS,firebrick4,0.88670065,0.489125389
scaffold-ma3,31253719,31268555,maker-scaffold-ma3-augustus-gene-104.5,LOC100555678,LOC103062243,LOC106537738,midnightblue,0.900701781,0.662617592
scaffold-ma3,31216071,31221679,maker-scaffold-ma3-augustus-gene-104.4,LOC100555352,LOC103062822,LOC106537593,midnightblue,0.855689443,0.329584555
scaffold-ma3,33327263,33333700,maker-scaffold-ma3-augustus-gene-111.10,ube2v2,UBE2V2,UBE2V2,midnightblue,0.933485668,0.74059756
scaffold-ma3,33676230,33718999,maker-scaffold-ma3-augustus-gene-112.5,mapre2,MAPRE2,MAPRE2,firebrick4,0.91311584,0.609724642
scaffold-ma3,33676230,33718999,maker-scaffold-ma3-augustus-gene-112.5,mapre2,MAPRE2,MAPRE2,midnightblue,0.791280659,0.19029066
scaffold-ma3,36647904,36693810,maker-scaffold-ma3-augustus-gene-122.5,kctd1,KCTD1,KCTD1,firebrick4,0.835206012,0.764524511
scaffold-ma3,37893747,37937340,maker-scaffold-ma3-augustus-gene-126.7,npc1,NPC1,NPC1,midnightblue,0.939316434,0.649010518
scaffold-ma3,37860757,37883957,maker-scaffold-ma3-augustus-gene-126.6,ankrd29,ANKRD29,ANKRD29,midnightblue,0.753093687,0.580917688
scaffold-ma3,38414128,38437438,maker-scaffold-ma3-augustus-gene-128.4,abhd3,ABHD1,ABHD1,firebrick4,0.91311584,0.609724642
scaffold-ma3,40163915,40184946,maker-scaffold-ma3-augustus-gene-134.6,zbtb14,ZBTB14,ZBTB14,midnightblue,0.813026226,0.493780939
scaffold-ma3,41476335,41493500,augustus_masked-scaffold-ma3-processed-gene-138.2,rab12,RAB12,RAB12,midnightblue,0.807113554,0.22334696
scaffold-ma3,42907294,42955240,maker-scaffold-ma3-augustus-gene-143.13,spire2,SPIRE1,SPIRE1,midnightblue,0.858460002,0.294061787
scaffold-ma3,42996055,43012643,maker-scaffold-ma3-augustus-gene-143.15,ptpn2,PTPN2,PTPN2,bisque4,0.870391922,0.577817818
scaffold-ma3,42996055,43012643,maker-scaffold-ma3-augustus-gene-143.15,ptpn2,PTPN2,PTPN2,midnightblue,0.635663223,0.511180046
scaffold-ma3,47436750,47437884,maker-scaffold-ma3-augustus-gene-158.7,c4h18orf63,NA,LOC106548486,bisque4,0.818065991,0.841909739
scaffold-ma3,48757405,48766615,maker-scaffold-ma3-augustus-gene-162.3,nr1h2,NR1H2,NR1H2,bisque4,0.776717784,0.26020018
scaffold-ma3,50196197,50298081,maker-scaffold-ma3-augustus-gene-167.3,atp9b,ATP9A,LOC106541356,firebrick4,0.924995694,0.642580018
scaffold-ma3,50196197,50298081,maker-scaffold-ma3-augustus-gene-167.3,atp9b,ATP9A,LOC106541356,midnightblue,0.739575979,0.621892974
scaffold-ma3,50536135,50573635,maker-scaffold-ma3-augustus-gene-168.4,ctdp1,CTDP1,CTDP1,midnightblue,0.778503834,0.770668389
scaffold-ma3,50807891,50823752,augustus_masked-scaffold-ma3-processed-gene-169.3,pard6g,PARD6G,PARD6G,firebrick4,0.929793635,0.838664957
scaffold-ma3,53584603,53604038,augustus_masked-scaffold-ma3-processed-gene-178.1,dek,DEK,DEK,midnightblue,0.674210039,0.417132983
scaffold-ma3,53610564,53631974,maker-scaffold-ma3-augustus-gene-178.9,kdm1b,KDM1B,KDM1B,midnightblue,0.766391538,0.787024262
scaffold-ma3,53610564,53631974,maker-scaffold-ma3-augustus-gene-178.9,kdm1b,KDM1B,KDM1B,midnightblue,0.809670756,0.607867447
scaffold-ma3,53659386,53726239,maker-scaffold-ma3-augustus-gene-179.4,LOC100553053,KIF13A,KIF13A,firebrick4,0.608962258,0.401438547
scaffold-ma3,54462427,54477120,maker-scaffold-ma3-augustus-gene-181.4,dtnbp1,DTNBP1,DTNBP1,midnightblue,0.725837456,0.264568616
scaffold-ma3,55147372,55152786,maker-scaffold-ma3-augustus-gene-183.12,LOC100564712,LOC103067058,NA,midnightblue,0.7121394,0.311018293
scaffold-ma3,55215141,55227686,maker-scaffold-ma3-augustus-gene-184.4,tbc1d7,TBC1D7,TBC1D7,bisque4,0.822210505,0.315477496
scaffold-ma3,55215141,55227686,maker-scaffold-ma3-augustus-gene-184.4,tbc1d7,TBC1D7,TBC1D7,midnightblue,0.725244834,0.480353885
scaffold-ma3,56072602,56085695,maker-scaffold-ma3-augustus-gene-187.7,elovl2,ELOVL2,ELOVL5,firebrick4,0.842608894,0.458350025
scaffold-ma3,56273367,56290696,maker-scaffold-ma3-augustus-gene-187.10,tfap2a,TFAP2A,TFAP2A,midnightblue,0.89912853,0.649167213
scaffold-ma3,56179525,56183627,maker-scaffold-ma3-augustus-gene-187.12,LOC100564712,LOC103059846,NA,firebrick4,0.917385834,0.784159263
scaffold-ma3,57219095,57224775,maker-scaffold-ma3-augustus-gene-190.3,eef1e1,EEF1E1,NA,midnightblue,0.761295522,0.74445861
scaffold-ma3,58044573,58050423,augustus_masked-scaffold-ma3-processed-gene-193.1,nrn1,NRN1,NRN1,midnightblue,0.724949702,0.528422401
scaffold-ma3,59268383,59275359,augustus_masked-scaffold-ma3-processed-gene-197.9,nqo2,NQO2,LOC106555315,midnightblue,0.775985135,0.580707766
scaffold-ma3,61342465,61361077,maker-scaffold-ma3-augustus-gene-204.6,pign,LOC103054146,NA,midnightblue,0.711908767,0.455338226
scaffold-ma3,62252157,62343665,augustus_masked-scaffold-ma3-processed-gene-207.2,drosha,DROSHA,LOC106552177,firebrick4,0.881720575,0.567429646
scaffold-ma3,63732388,63733099,maker-scaffold-ma3-augustus-gene-212.2,NA,LOC103056444,NA,midnightblue,0.742556976,0.606337382
scaffold-ma3,63732852,63732924,trnascan-scaffold-ma3-noncoding-Pseudo_NNN-gene-212.0,NA,NA,NA,midnightblue,0.79697286,0.597495194
scaffold-ma3,68689409,68703739,maker-scaffold-ma3-augustus-gene-229.5,dhx40,DHX40,LOC106552155,bisque4,0.919794418,0.609738841
scaffold-ma3,72582017,72611919,augustus_masked-scaffold-ma3-processed-gene-242.0,tnrc6a,LOC103058783,TNRC6A,midnightblue,0.838237841,0.408622669
scaffold-ma3,72867096,72899215,augustus_masked-scaffold-ma3-processed-gene-243.0,galnt12,GALNT12,LOC106556541,midnightblue,0.82136401,0.521575989
scaffold-ma3,73411643,73430356,maker-scaffold-ma3-augustus-gene-244.9,slc39a6,LOC103055664,SLC39A6,midnightblue,0.81455324,0.341363792
scaffold-ma3,73263163,73311627,maker-scaffold-ma3-augustus-gene-244.7,elp2,ELP2,ELP2,firebrick4,0.887263575,0.686256983
scaffold-ma3,74018848,74059731,maker-scaffold-ma3-augustus-gene-246.8,ndufs6,NDUFS6,NDUFS6,firebrick4,0.768531365,0.251828937
scaffold-ma3,74018848,74059731,maker-scaffold-ma3-augustus-gene-246.8,ndufs6,NDUFS6,NDUFS6,midnightblue,0.8391121,0.661756479
scaffold-ma3,74100557,74110119,maker-scaffold-ma3-augustus-gene-247.3,irx4,IRX4,IRX4,bisque4,0.727977694,0.5863656
scaffold-ma3,75907035,75925281,maker-scaffold-ma3-augustus-gene-253.6,ice1,ICE1,LOC106547873,bisque4,0.685048999,0.456923127
scaffold-ma3,76134103,76165000,maker-scaffold-ma3-augustus-gene-253.8,nsun2,NSUN2,NSUN2,midnightblue,0.908480331,0.479117591
scaffold-ma3,76052646,76057573,maker-scaffold-ma3-augustus-gene-253.7,med10,MED10,MED10,midnightblue,0.77736113,0.696301458
scaffold-ma3,78827880,78836781,maker-scaffold-ma3-augustus-gene-262.7,grpel1,GRPEL1,GRPEL1,firebrick4,0.580013442,0.419312128
scaffold-ma3,78842652,78853122,maker-scaffold-ma3-augustus-gene-262.10,tada2b,TADA2B,TADA2B,midnightblue,0.718708766,0.60884627
scaffold-ma3,78741195,78821161,maker-scaffold-ma3-augustus-gene-262.9,sorcs2,LOC103050326,SORCS2,firebrick4,0.91311584,0.609724642
scaffold-ma3,78999683,79018361,augustus_masked-scaffold-ma3-processed-gene-263.3,ube2d2,LOC103062460,LOC106551931,bisque4,0.937246935,0.618267287
scaffold-ma3,80243841,80274488,maker-scaffold-ma3-augustus-gene-267.21,LOC100558083,HARS,LOC106542987,firebrick4,0.734547191,0.506020726
scaffold-ma3,81565552,81585200,maker-scaffold-ma3-augustus-gene-272.9,ovol2,OVOL2,OVOL1,midnightblue,0.834882718,0.688695932
scaffold-ma3,82551707,82587969,maker-scaffold-ma3-augustus-gene-275.4,crip2,CRIP2,LOC106552828,midnightblue,0.882203208,0.612834418
scaffold-ma3,82855903,82891838,augustus_masked-scaffold-ma3-processed-gene-276.1,prkab2,PRKAB2,LOC106543036,midnightblue,0.899886917,0.654068779
scaffold-ma3,83261473,83325382,augustus_masked-scaffold-ma3-processed-gene-277.3,hmgcs2,HMGCS2,HMGCS1,firebrick4,0.874258897,0.609677094
scaffold-ma3,83498416,83520768,maker-scaffold-ma3-augustus-gene-278.4,suco,SUCO,SUCO,bisque4,0.804423271,0.377159447
scaffold-ma3,84009695,84023364,maker-scaffold-ma3-augustus-gene-280.6,tedc1,TEDC1,TEDC1,firebrick4,0.622875681,0.260802876
scaffold-ma3,86556107,86567677,maker-scaffold-ma3-augustus-gene-288.10,sbf1,LOC103052240,SBF1,firebrick4,0.917492341,0.6654769
scaffold-ma3,87097954,87160305,maker-scaffold-ma3-augustus-gene-290.7,lamc1,LAMC1,LAMC3,midnightblue,0.805465628,0.515639293
scaffold-ma3,87392326,87436430,maker-scaffold-ma3-augustus-gene-291.3,smg7,LOC103053884,NA,midnightblue,0.78930531,0.598627742
scaffold-ma3,89435816,89454521,maker-scaffold-ma3-augustus-gene-298.6,LOC107983748,LOC103050505,LOC106547112,midnightblue,0.818120327,0.672304632
scaffold-ma3,89899831,89912961,maker-scaffold-ma3-augustus-gene-299.16,hsd17b7,HSD17B7,LOC106540943,midnightblue,0.551349975,0.429677653
scaffold-ma3,90371305,90393140,maker-scaffold-ma3-augustus-gene-301.13,klhl20,KLHL20,KLHL20,midnightblue,0.763367204,0.594301002
scaffold-ma3,90249113,90256650,maker-scaffold-ma3-augustus-gene-301.16,prps2,LOC103053315,PRPS2,bisque4,0.732071383,0.255562496
scaffold-ma3,90303781,90329272,maker-scaffold-ma3-augustus-gene-301.18,tada1,TADA1,TADA1,bisque4,0.920169741,0.675377431
scaffold-ma3,90740626,90752398,maker-scaffold-ma3-augustus-gene-302.6,rabgap1l,LOC103066273,NA,midnightblue,0.82136401,0.521575989
scaffold-ma3,92919700,92932388,maker-scaffold-ma3-augustus-gene-309.8,ivns1abp,IVNS1ABP,LOC106556706,midnightblue,0.757256298,0.388276277
scaffold-ma3,95061531,95083431,maker-scaffold-ma3-augustus-gene-317.1,brinp3,LOC103061362,BRINP1,midnightblue,0.894179523,0.741015089
scaffold-ma3,98511315,98529303,maker-scaffold-ma3-augustus-gene-328.7,zbtb41,ZBTB41,ZBTB41,midnightblue,0.867606019,0.702767452
scaffold-ma3,98791697,98839829,maker-scaffold-ma3-augustus-gene-329.6,dennd1b,DENND1B,LOC106550602,bisque4,0.591130902,0.66933656
scaffold-ma3,100237110,100248385,maker-scaffold-ma3-augustus-gene-334.12,ddx59,DDX59,DDX59,firebrick4,0.86107855,0.791632403
scaffold-ma3,100237110,100248385,maker-scaffold-ma3-augustus-gene-334.12,ddx59,DDX59,DDX59,bisque4,0.84012331,0.607064443
scaffold-ma3,100532621,100546649,maker-scaffold-ma3-augustus-gene-335.7,henmt1,HENMT1,HENMT1,firebrick4,0.721935478,0.440437736
scaffold-ma3,102632935,102652780,maker-scaffold-ma3-augustus-gene-342.5,LOC100565106,LOC103058130,LOC106556210,bisque4,0.731785567,0.780882356
scaffold-ma3,102632935,102652780,maker-scaffold-ma3-augustus-gene-342.5,LOC100565106,LOC103058130,LOC106556210,bisque4,0.869868272,0.741570923
scaffold-ma3,104434322,104458522,maker-scaffold-ma3-augustus-gene-348.10,sass6,SASS6,SASS6,firebrick4,0.888818402,0.753434817
scaffold-ma3,104489896,104501618,maker-scaffold-ma3-augustus-gene-348.14,slc35a3,SLC35A3,SLC35A3,firebrick4,0.909014184,0.636963649
scaffold-ma3,104422813,104432032,maker-scaffold-ma3-augustus-gene-348.12,trmt13,TRMT13,NA,bisque4,0.823521037,0.409805136
scaffold-ma3,105013192,105024779,maker-scaffold-ma3-augustus-gene-350.10,dnttip2,DNTTIP2,DNTTIP2,midnightblue,0.893705735,0.833082843
scaffold-ma3,106051479,106058287,maker-scaffold-ma3-augustus-gene-353.8,alg14,ALG14,NA,midnightblue,0.684011416,0.457073363
scaffold-ma3,107322631,107352684,maker-scaffold-ma3-augustus-gene-357.7,dpyd,LOC103065336,DPYD,midnightblue,0.716018266,0.521807109
scaffold-ma3,107164960,107166530,maker-scaffold-ma3-augustus-gene-357.6,dpyd,DPYD,DPYD,firebrick4,0.779383069,0.466378202
scaffold-ma3,108667147,108697601,maker-scaffold-ma3-augustus-gene-362.3,palmd,PALMD,PALMD,midnightblue,0.745249758,0.51809158
scaffold-ma3,109203539,109213306,maker-scaffold-ma3-augustus-gene-364.15,csnk2b,CSNK2B,CSNK2B,bisque4,0.84012331,0.607064443
scaffold-ma3,112979734,113016460,maker-scaffold-ma3-augustus-gene-376.7,znhit6,ZNHIT6,ZNHIT6,midnightblue,0.785659101,0.639346796
scaffold-ma3,113159565,113184003,maker-scaffold-ma3-augustus-gene-377.5,ddah1,DDAH1,DDAH1,bisque4,0.84012331,0.607064443
scaffold-ma3,114978374,115055426,maker-scaffold-ma3-augustus-gene-383.1,adgrl2,ADGRL2,ADGRL2,firebrick4,0.901216284,0.621674947
scaffold-ma3,115470686,115472463,maker-scaffold-ma3-augustus-gene-385.4,mef2c,LOC103057439,MEF2C,firebrick4,0.676293747,0.187771845
scaffold-ma3,117599458,117647843,maker-scaffold-ma3-augustus-gene-392.5,zzz3,ZZZ3,ZZZ3,firebrick4,0.860585992,0.423978247
scaffold-ma3,120769096,120786662,maker-scaffold-ma3-augustus-gene-402.2,zranb2,ZRANB2,ZRANB2,bisque4,0.809628465,0.729040544
scaffold-ma3,122618980,122647755,maker-scaffold-ma3-augustus-gene-408.7,ak4,AK4,AK4,midnightblue,0.608124932,0.473776039
scaffold-ma3,122555848,122602379,augustus_masked-scaffold-ma3-processed-gene-408.1,dnajc6,DNAJC6,LOC106538263,bisque4,0.658141384,0.262510667
scaffold-ma3,123238988,123252354,maker-scaffold-ma3-augustus-gene-410.3,itgb3bp,ITGB3BP,ITGB3BP,firebrick4,0.934482981,0.666083458
scaffold-ma3,123238988,123252354,maker-scaffold-ma3-augustus-gene-410.3,itgb3bp,ITGB3BP,ITGB3BP,midnightblue,0.829513322,0.66700474
scaffold-ma3,123006968,123030075,augustus_masked-scaffold-ma3-processed-gene-410.1,ror1,ROR1,ROR1,midnightblue,0.900781553,0.787215557
scaffold-ma3,123200630,123213098,maker-scaffold-ma3-augustus-gene-410.7,pgm5,PGM1,PGM5,midnightblue,0.765147257,0.409527096
scaffold-ma3,123274697,123301735,maker-scaffold-ma3-augustus-gene-411.1,alg6,ALG6,LOC106555455,midnightblue,0.640171032,0.370297575
scaffold-ma3,123955377,123962728,maker-scaffold-ma3-augustus-gene-413.6,patj,PATJ,LOC106547340,bisque4,0.805040948,0.55486789
scaffold-ma3,125282727,125299979,maker-scaffold-ma3-augustus-gene-417.8,mysm1,MYSM1,MYSM1,midnightblue,0.653911705,0.480966988
scaffold-ma3,127115945,127120363,maker-scaffold-ma3-augustus-gene-423.5,usp24,USP24,USP24,midnightblue,0.568788081,0.399680319
scaffold-ma3,126405411,126435193,maker-scaffold-ma3-augustus-gene-421.8,fyb2,FYB2,FYB2,firebrick4,0.952553207,0.62168448
scaffold-ma3,127213831,127225668,maker-scaffold-ma3-augustus-gene-424.8,dhcr24,DHCR24,DHCR24,firebrick4,0.719784976,0.544443338
scaffold-ma3,127727929,127748472,maker-scaffold-ma3-augustus-gene-425.12,ndc1,NDC1,NDC1,midnightblue,0.780653165,0.617815596
scaffold-ma3,128454108,128494601,augustus_masked-scaffold-ma3-processed-gene-428.7,zyg11b,ZYG11B,LOC106546056,bisque4,0.815603627,0.438730043
scaffold-ma3,128749088,128759519,maker-scaffold-ma3-augustus-gene-429.16,btf3l4,BTF3L4,BTF3L4,midnightblue,0.594683241,0.184185572
scaffold-ma3,128695241,128744638,maker-scaffold-ma3-augustus-gene-429.15,zfyve9,ZFYVE9,ZFYVE9,midnightblue,0.820888702,0.739939961
scaffold-ma3,128865506,128933546,maker-scaffold-ma3-augustus-gene-429.17,osbpl9,OSBPL9,OSBPL9,midnightblue,0.814190116,0.37097089
scaffold-ma3,129089355,129126460,maker-scaffold-ma3-augustus-gene-430.9,LOC103278698,NA,NA,midnightblue,0.771336166,0.45546817
scaffold-ma3,129241011,129327506,maker-scaffold-ma3-augustus-gene-431.4,faf1,LOC103067055,FAF1,firebrick4,0.539687187,0.084597627
scaffold-ma3,129241011,129327506,maker-scaffold-ma3-augustus-gene-431.4,faf1,LOC103067055,FAF1,midnightblue,0.656737193,0.799100843
scaffold-ma3,131680505,131689328,augustus_masked-scaffold-ma3-processed-gene-439.0,atpaf1,ATPAF1,ATPAF1,midnightblue,0.751832869,0.41041474
scaffold-ma3,131459861,131472398,maker-scaffold-ma3-augustus-gene-438.11,pdzk1ip1,PDZK1IP1,PDZK1IP1,bisque4,0.843554259,0.341926582
scaffold-ma3,133071295,133076449,maker-scaffold-ma3-augustus-gene-443.14,rps8,RPS8,RPS8,firebrick4,0.417188897,0.695490599
scaffold-ma3,133016566,133024955,maker-scaffold-ma3-augustus-gene-443.12,ipp,IPP,IPP,midnightblue,0.875892823,0.71286755
scaffold-ma3,133522093,133537600,maker-scaffold-ma3-augustus-gene-445.10,urod,UROD,UROD,bisque4,0.789312827,0.427861959
scaffold-ma3,133522093,133537600,maker-scaffold-ma3-augustus-gene-445.10,urod,UROD,UROD,midnightblue,0.801248267,0.753610931
scaffold-ma3,133807221,133820747,maker-scaffold-ma3-augustus-gene-446.12,mutyh,MUTYH,MUTYH,bisque4,0.731615245,0.341724178
scaffold-ma3,134752789,134756429,maker-scaffold-ma3-augustus-gene-449.7,klf18,LOC103067424,KLF18,bisque4,0.868180772,0.847293264
scaffold-ma3,134859664,134874805,maker-scaffold-ma3-augustus-gene-449.12,b4galt2,B4GALT2,B4GALT2,firebrick4,0.955286619,0.624169899
scaffold-ma3,134889608,134897616,maker-scaffold-ma3-augustus-gene-449.14,atp6v0b,ATP6V0B,ATP6V0B,midnightblue,0.794453581,0.460916319
scaffold-ma3,136152118,136172824,maker-scaffold-ma3-augustus-gene-453.13,mpl,LOC103057862,MPL,firebrick4,0.91311584,0.609724642
scaffold-ma3,136291163,136300370,maker-scaffold-ma3-augustus-gene-454.13,ebna1bp2,EBNA1BP2,EBNA1BP2,firebrick4,0.91311584,0.609724642
scaffold-ma3,136620773,136643995,maker-scaffold-ma3-augustus-gene-455.9,slc16a4,SLC16A4,SLC16A4,bisque4,0.878905212,0.654404529
scaffold-ma3,136664275,136667103,augustus_masked-scaffold-ma3-processed-gene-455.4,rbm15,RBM15,RBM15,midnightblue,0.853148429,0.883564881
scaffold-ma3,136976764,136982610,maker-scaffold-ma3-augustus-gene-456.10,LOC100553709,LOC103067998,LOC106547403,firebrick4,0.864067715,0.747738666
scaffold-ma3,137081011,137117991,augustus_masked-scaffold-ma3-processed-gene-457.0,ampd2,AMPD2,AMPD2,midnightblue,0.547637379,0.326149946
scaffold-ma3,137469235,137497741,maker-scaffold-ma3-augustus-gene-458.8,sort1,SORT1,SORT1,firebrick4,0.860585992,0.423978247
scaffold-ma3,141242211,141318471,maker-scaffold-ma3-augustus-gene-471.7,scube3,SCUBE3,SCUBE3,bisque4,0.750548072,0.859197405
scaffold-ma3,141469937,141485353,maker-scaffold-ma3-augustus-gene-471.12,fance,FANCE,FANCE,firebrick4,0.782416083,0.300585778
scaffold-ma3,142646496,142655721,maker-scaffold-ma3-augustus-gene-475.16,pifo,PIFO,PIFO,bisque4,0.574337105,0.427167718
scaffold-ma3,143290136,143348885,maker-scaffold-ma3-augustus-gene-477.2,atp2b4,ATP2B4,LOC106544154,midnightblue,0.533719342,0.627555086
scaffold-ma3,145073368,145075714,maker-scaffold-ma3-augustus-gene-483.10,ankra2,RFXANK,ANKRA2,midnightblue,0.744721594,0.570863425
scaffold-ma3,144970547,144970618,trnascan-scaffold-ma3-noncoding-Trp_CCA-gene-483.0,NA,NA,NA,midnightblue,0.761795326,0.600154532
scaffold-ma3,144659599,144700009,maker-scaffold-ma3-augustus-gene-482.10,dstyk,DSTYK,LOC106556293,firebrick4,0.586123161,0.513466562
scaffold-ma3,145317323,145343073,maker-scaffold-ma3-augustus-gene-484.10,slc45a3,SLC45A3,SLC45A3,midnightblue,0.850273062,0.499687388
scaffold-ma3,145591974,145607218,maker-scaffold-ma3-augustus-gene-485.10,pm20d1,PM20D1,PM20D1,firebrick4,0.836638741,0.696579311
scaffold-ma3,145591974,145607218,maker-scaffold-ma3-augustus-gene-485.10,pm20d1,PM20D1,PM20D1,firebrick4,0.811628031,0.676295844
scaffold-ma3,146130106,146161148,maker-scaffold-ma3-augustus-gene-487.9,eif2d,EIF2D,EIF2D,midnightblue,0.820667482,0.39462895
scaffold-ma3,148344669,148404227,maker-scaffold-ma3-augustus-gene-494.5,lamb3,LAMB3,LAMB3,bisque4,0.814059204,0.454382502
scaffold-ma3,148523974,148547924,maker-scaffold-ma3-augustus-gene-495.14,irf6,IRF6,IRF6,midnightblue,0.822821986,0.359283145
scaffold-ma3,151560470,151607518,maker-scaffold-ma3-augustus-gene-505.4,trim33,TRIM33,TRIM33,midnightblue,0.650526613,0.493869404
scaffold-ma3,152530311,152556902,maker-scaffold-ma3-augustus-gene-508.8,lad1,LAD1,LAD1,midnightblue,0.826085975,0.429147787
scaffold-ma3,153312232,153351180,maker-scaffold-ma3-augustus-gene-511.9,arl8a,ARL8A,LOC106539180,midnightblue,0.905203046,0.528130702
scaffold-ma3,154007967,154009079,augustus_masked-scaffold-ma3-processed-gene-513.3,LOC100556708,LOC103067082,LOC106543329,bisque4,0.816989135,0.542513267
scaffold-ma3,154357302,154368001,maker-scaffold-ma3-augustus-gene-514.14,eif6,EIF6,EIF6,midnightblue,0.73151702,0.392175169
scaffold-ma3,154704804,154726097,augustus_masked-scaffold-ma3-processed-gene-515.4,rbm12,RBM12,RBM12,firebrick4,0.926916785,0.634626172
scaffold-ma3,155536903,155587560,maker-scaffold-ma3-augustus-gene-518.6,acss2,ACSS2,ACSS2,firebrick4,0.91311584,0.609724642
scaffold-ma3,155295725,155326995,maker-scaffold-ma3-augustus-gene-517.6,rbl1,RBL1,RBL1,firebrick4,0.905005982,0.584860276
scaffold-ma3,155221561,155282860,maker-scaffold-ma3-augustus-gene-517.5,chd6,CHD6,CHD6,firebrick4,0.602700805,0.090661251
scaffold-ma3,155717043,155728901,maker-scaffold-ma3-augustus-gene-519.7,edem2,EDEM2,EDEM2,midnightblue,0.775186219,0.416649008
scaffold-ma3,155717043,155728901,maker-scaffold-ma3-augustus-gene-519.7,edem2,EDEM2,EDEM2,midnightblue,0.630125727,0.43168932
scaffold-ma3,156295128,156301965,maker-scaffold-ma3-augustus-gene-521.6,snta1,SNTA1,SNTA1,midnightblue,0.703409997,0.500429564
scaffold-ma3,156663884,156670070,maker-scaffold-ma3-augustus-gene-522.12,pxmp4,PXMP4,PXMP4,midnightblue,0.715286912,0.449211227
scaffold-ma3,157440081,157447395,maker-scaffold-ma3-augustus-gene-524.3,asip,ASIP,ASIP,midnightblue,0.84111905,0.574165838
scaffold-ma3,157440081,157447395,maker-scaffold-ma3-augustus-gene-524.3,asip,ASIP,ASIP,midnightblue,0.798800755,0.611828402
scaffold-ma3,157856374,157875234,augustus_masked-scaffold-ma3-processed-gene-526.1,myl9,MYL9,LOC106538627,firebrick4,0.938414095,0.711233862
scaffold-ma3,158422450,158473015,maker-scaffold-ma3-augustus-gene-528.4,epb41l1,EPB41L1,EPB41L1,firebrick4,0.682946175,0.182430204
scaffold-ma3,158422450,158473015,maker-scaffold-ma3-augustus-gene-528.4,epb41l1,EPB41L1,EPB41L1,firebrick4,0.86107855,0.791632403
scaffold-ma3,158404929,158414183,augustus_masked-scaffold-ma3-processed-gene-528.1,aar2,AAR2,AAR2,firebrick4,0.907790362,0.740905276
scaffold-ma3,158713660,158718303,maker-scaffold-ma3-augustus-gene-529.7,srsf6,SRSF6,SRSF6,midnightblue,0.656737193,0.799100843
scaffold-ma3,158808759,158825971,maker-scaffold-ma3-augustus-gene-529.9,sgk2,SGK2,SGK2,midnightblue,0.639054848,0.650024976
scaffold-ma3,158872612,158875445,maker-scaffold-ma3-augustus-gene-529.11,LOC100565923,LOC103053692,LOC106542638,midnightblue,0.665864639,0.571654158
scaffold-ma3,160398841,160417732,maker-scaffold-ma3-augustus-gene-534.6,actr5,ACTR5,ACTR5,firebrick4,0.836234172,0.809386269
scaffold-ma3,160585254,160622744,maker-scaffold-ma3-augustus-gene-535.6,dhx35,DHX35,DHX35,bisque4,0.670453941,0.648550249
scaffold-ma3,164614341,164632296,maker-scaffold-ma3-augustus-gene-548.6,LOC100563926,LOC103050371,LOC106549428,bisque4,0.595920383,0.551121295
scaffold-ma3,172462264,172473580,maker-scaffold-ma3-augustus-gene-574.9,npepl1,NPEPL1,NPEPL1,firebrick4,0.862997413,0.594695211
scaffold-ma3,176199001,176242314,maker-scaffold-ma3-augustus-gene-587.6,ss18l1,SS18L1,MTG2,firebrick4,0.893355242,0.703579248
scaffold-ma3,176199001,176242314,maker-scaffold-ma3-augustus-gene-587.6,ss18l1,SS18L1,MTG2,midnightblue,0.862425854,0.567096154
scaffold-ma3,177862242,177877129,augustus_masked-scaffold-ma3-processed-gene-592.5,ptk6,PTK6,FRK,midnightblue,0.957498565,0.557402457
scaffold-ma3,179140624,179141860,maker-scaffold-ma3-augustus-gene-597.3,NA,NA,NA,bisque4,0.84012331,0.607064443
scaffold-ma3,179355457,179409232,maker-scaffold-ma3-augustus-gene-598.5,dido1,DIDO1,LOC106553810,midnightblue,0.857619424,0.454347763
scaffold-ma1,2666737,2673845,maker-scaffold-ma1-augustus-gene-8.14,itpr2,LOC103058322,ITPR3,midnightblue,0.63882259,0.279718102
scaffold-ma1,2115525,2155272,maker-scaffold-ma1-augustus-gene-7.5,LOC103282473,LOC103062829,PIP5K1C,midnightblue,0.604992611,0.685838352
scaffold-ma1,91491,116671,augustus_masked-scaffold-ma1-processed-gene-0.3,uhrf1,UHRF1,UHRF2,firebrick4,0.907841522,0.644154394
scaffold-ma1,339086,364411,maker-scaffold-ma1-augustus-gene-1.7,LOC100564752,LOC103065677,SAFB,firebrick4,0.801998354,0.765843338
scaffold-ma1,305129,329304,augustus_masked-scaffold-ma1-processed-gene-1.1,LOC100564752,LOC103065677,NA,midnightblue,0.895164986,0.547280056
