Chr,Start,End,GeneID,Homolog_Anolis,Homolog_Python,Homolog_Thamnophis,baseMean,log2FoldChange,lfcSE,pvalue,padj
scaffold-ma1,709172,713743,maker-scaffold-ma1-augustus-gene-2.13,LOC100566204,CDC34,UBE2R2,35.07921235,1.644777667,0.761587345,0.000274704,0.010652053
scaffold-ma1,4322600,4387462,maker-scaffold-ma1-augustus-gene-14.14,dot1l,DOT1L,DOT1L,40.45628625,1.755408478,1.162098814,0.001208168,0.028330731
scaffold-ma1,9162689,9178867,maker-scaffold-ma1-augustus-gene-30.11,ifi30,IFI30,NA,85.67531548,-1.410479713,0.686523998,0.000580927,0.017593998
scaffold-ma1,9376773,9382792,augustus_masked-scaffold-ma1-processed-gene-31.6,tmem38b,TMEM38A,TMEM38B,28.52757818,2.161477913,0.750592629,2e-05,0.001566334
scaffold-ma1,15226732,15284722,maker-scaffold-ma1-augustus-gene-51.2,LOC103280784,MROH1,MROH1,7.329163157,-1.997859964,1.284968304,0.000748912,0.020682473
scaffold-ma1,14400803,14465272,maker-scaffold-ma1-augustus-gene-48.6,fermt2,FERMT2,LOC106555580,19.26902205,-1.747662485,0.956876839,0.000613489,0.018223513
scaffold-ma1,13807367,13829993,maker-scaffold-ma1-augustus-gene-46.13,cdkl1,CDKL1,CDKL1,106.0102499,-1.095076608,0.536645962,0.001697165,0.035340077
scaffold-ma1,13807367,13829993,maker-scaffold-ma1-augustus-gene-46.13,cdkl1,CDKL1,CDKL1,142.100182,-1.6185384,0.826094602,0.000513863,0.016311237
scaffold-ma1,17581069,17602032,maker-scaffold-ma1-augustus-gene-58.10,dact1,DACT1,DACT1,71.14536046,-1.147722497,0.567033231,0.001425543,0.031713768
scaffold-ma1,21714937,21779317,augustus_masked-scaffold-ma1-processed-gene-72.2,cep170b,CEP170B,CEP170B,18.73796272,1.518789275,1.168240547,0.002587645,0.046490538
scaffold-ma1,26074356,26088219,maker-scaffold-ma1-augustus-gene-87.5,slc25a29,SLC25A29,SLC25A29,2714.525468,-1.385406081,0.509565192,7.83e-05,0.004275458
scaffold-ma1,29969296,29971807,maker-scaffold-ma1-augustus-gene-100.7,rbp7,RBP7,LOC106555391,35.28950154,-1.38233391,0.875478948,0.002088983,0.040357873
scaffold-ma1,37336996,37337854,maker-scaffold-ma1-augustus-gene-124.1,dio2,DIO2,DIO2,281.7811051,2.660471893,1.146808015,7.81e-05,0.004275458
scaffold-ma1,32323638,32356903,maker-scaffold-ma1-augustus-gene-107.8,ppp4r3a,PPP4R3A,PPP4R3A,146.2138066,1.049375127,0.437347793,0.000881158,0.022890836
scaffold-ma1,43647611,43652802,maker-scaffold-ma1-augustus-gene-145.7,nfkbia,NFKBIA,NFKBIA,124.5068969,2.685213964,1.243528666,0.000104704,0.005266327
scaffold-ma1,53626483,53639300,maker-scaffold-ma1-augustus-gene-178.5,dll4,DLL4,DLL4,178.8535261,-1.654372151,0.882942378,0.000616624,0.018290557
scaffold-ma1,59170095,59208927,maker-scaffold-ma1-augustus-gene-197.2,LOC100556009,DCAF5,DCAF5,53.47358352,1.381243932,0.899535289,0.002300433,0.042769577
scaffold-ma1,58831772,58854115,augustus_masked-scaffold-ma1-processed-gene-196.3,plekhd1,PLEKHD1,PLEKHD1,85.0487638,-2.633209058,0.673650823,8.3e-07,0.000133011
scaffold-ma1,58116715,58129667,maker-scaffold-ma1-augustus-gene-193.30,mrps15,MRPS15,MRPS15,58.07192007,1.069967115,0.508751747,0.001637633,0.034654905
scaffold-ma1,63889380,63916241,maker-scaffold-ma1-augustus-gene-213.3,syt13,SYT13,SYT13,42.21214356,-2.419769687,1.066578861,0.000107058,0.005345965
scaffold-ma1,76275813,76297512,maker-scaffold-ma1-augustus-gene-254.10,slc5a12,SLC5A12,SLC5A12,7.678466848,-1.599873747,1.22404425,0.002154113,0.041048657
scaffold-ma1,76275813,76297512,maker-scaffold-ma1-augustus-gene-254.10,slc5a12,SLC5A12,SLC5A12,151.2982995,-1.827662157,1.046482543,0.000670079,0.019166286
scaffold-ma1,89251242,89306676,maker-scaffold-ma1-augustus-gene-297.7,pik3c2a,PIK3C2A,PIK3C2B,29.6741742,1.213320998,0.617742187,0.00130228,0.029832108
scaffold-ma1,94246445,94253147,maker-scaffold-ma1-augustus-gene-314.3,NA,NA,NA,24.73464775,-1.678539017,1.095625375,0.00132465,0.030178535
scaffold-ma1,93038540,93163502,maker-scaffold-ma1-augustus-gene-310.2,sbf2,SBF2,SBF2,10.95028571,1.507226046,1.179469483,0.002718094,0.047888215
scaffold-ma1,94602394,94627668,maker-scaffold-ma1-augustus-gene-315.8,pidd1,PIDD1,PIDD1,29.80391301,-2.302765124,1.060228915,0.000147907,0.006783836
scaffold-ma1,96003296,96084602,maker-scaffold-ma1-augustus-gene-320.5,lrp5,LRP5,LRP5,30.53390334,1.782040298,0.774546619,0.000150893,0.006887229
scaffold-ma1,98705439,98733258,maker-scaffold-ma1-augustus-gene-329.15,cd5,NA,CD5,17.8105394,-1.721692056,1.235062904,0.00152509,0.033080145
scaffold-ma1,98997485,98997880,augustus_masked-scaffold-ma1-processed-gene-330.1,baat,BAAT,BAAT,59.14689936,-2.05239343,0.644970233,6.75e-06,0.000692012
scaffold-ma1,99204911,99217303,maker-scaffold-ma1-augustus-gene-330.13,LOC103279651,LOC103062727,LOC106546210,7.982059141,1.597702471,1.537111396,0.001808256,0.037023916
scaffold-ma1,101735060,101743845,maker-scaffold-ma1-augustus-gene-339.16,LOC100558393,LOC103059313,LOC106547122,377.5069098,-2.746010839,1.048094214,3.72e-05,0.002548182
scaffold-ma1,101735060,101743845,maker-scaffold-ma1-augustus-gene-339.16,LOC100558393,LOC103059313,LOC106547122,400.3925846,-2.131995919,1.379274001,0.000597806,0.01785957
scaffold-ma1,101868186,101875353,maker-scaffold-ma1-augustus-gene-339.22,ppp1ca,PPP1CA,PPP1CA,57.21774811,1.331210823,0.600571858,0.000451334,0.014870448
scaffold-ma1,105176930,105248215,maker-scaffold-ma1-augustus-gene-350.11,obsl1,OBSL1,OBSL1,8.483586827,-1.84943274,1.177528245,0.000931824,0.023807811
scaffold-ma1,108258032,108280446,maker-scaffold-ma1-augustus-gene-361.2,gypc,GYPC,CNTNAP2,89.2050623,-2.504968976,0.684620894,1.77e-06,0.000229957
scaffold-ma1,115373006,115416655,maker-scaffold-ma1-augustus-gene-384.4,ccdc93,CCDC93,CCDC93,56.39427122,1.272973747,0.617787947,0.00083531,0.022141973
scaffold-ma1,137492973,137554031,augustus_masked-scaffold-ma1-processed-gene-458.3,map3k20,MAP3K20,LOC106546812,429.2161189,1.195275656,0.655669374,0.001942593,0.038782956
scaffold-ma1,145665955,145674509,maker-scaffold-ma1-augustus-gene-485.10,lgals4,LGALS4,LGALS4,158.237231,-2.505941002,0.910291463,2.94e-05,0.002088013
scaffold-ma1,147178976,147186350,augustus_masked-scaffold-ma1-processed-gene-490.1,tmeff2,TMEFF2,LOC106544563,22.80915235,-2.002844486,1.006660744,0.000302416,0.011325919
scaffold-ma1,147715615,147724885,maker-scaffold-ma1-augustus-gene-492.6,tmeff2,LOC103063641,LOC106556381,5.004714999,-1.676940702,1.279627367,0.001817176,0.037060785
scaffold-ma1,147715615,147724885,maker-scaffold-ma1-augustus-gene-492.6,tmeff2,LOC103063641,LOC106556381,25.2479369,-2.598300409,0.772463392,4.92e-06,0.000536903
scaffold-ma1,150139466,150159049,maker-scaffold-ma1-augustus-gene-500.10,LOC100558629,MOB4,LOC106538308,1248.664421,-1.440964187,0.598627536,0.000185633,0.007986419
scaffold-ma1,159628132,159689374,maker-scaffold-ma1-augustus-gene-532.6,ube2f,UBE2F,UBE2F,121.3926673,0.979973834,0.358947731,0.000538697,0.016692394
scaffold-ma1,160507049,160522736,augustus_masked-scaffold-ma1-processed-gene-535.4,NA,NA,LOC106552074,77.41864869,0.906674165,0.407025916,0.002791343,0.048309509
scaffold-ma1,167941761,168000149,augustus_masked-scaffold-ma1-processed-gene-560.1,LOC100564897,LOC103060627,LOC106539232,406.5749839,-1.563414034,1.213068469,0.002373444,0.043623885
scaffold-ma1,167888590,167902681,maker-scaffold-ma1-augustus-gene-560.12,LOC100564897,LOC103050042,LOC106552186,27.46716772,-1.841944853,0.920685057,0.000345363,0.012550595
scaffold-ma1,180346892,180378489,maker-scaffold-ma1-augustus-gene-601.7,taf1b,TAF1B,TAF1B,71.01569899,0.972799228,0.398052151,0.001184496,0.027996994
scaffold-ma1,186780770,186785049,maker-scaffold-ma1-augustus-gene-622.9,sdc1,SDC1,LOC106543676,3634.713273,-1.195850879,0.52835856,0.000638698,0.018653036
scaffold-ma1,195507537,195521015,maker-scaffold-ma1-augustus-gene-651.10,cln8,CLN8,CLN8,56.26599344,1.628987103,0.965218406,0.001026881,0.025516388
scaffold-ma1,192656136,192670336,maker-scaffold-ma1-augustus-gene-642.10,colec11,COLEC11,COLEC10,29.56394719,-2.042160231,0.970047485,0.000215776,0.008929095
scaffold-ma1,195650901,195652748,augustus_masked-scaffold-ma1-processed-gene-652.2,kbtbd11,KBTBD11,LOC106555885,397.3265626,-1.292133316,0.54185828,0.000313576,0.011609642
scaffold-ma1,198269371,198284446,maker-scaffold-ma1-augustus-gene-661.6,LOC100552501,LOC103063825,LOC106550387,97.03106706,-1.119678666,0.495254133,0.000890951,0.023037594
scaffold-ma1,211393984,211405867,maker-scaffold-ma1-augustus-gene-704.18,ube2j1,UBE2J1,UBE2J1,19.69536909,2.687196989,1.251983015,0.000106972,0.005345965
scaffold-ma1,221565446,221603290,maker-scaffold-ma1-augustus-gene-738.8,cdc40,CDC40,CDC40,64.85679211,1.412131888,0.671890415,0.000505374,0.016090842
scaffold-ma1,226198253,226237097,maker-scaffold-ma1-augustus-gene-754.1,man1a1,MAN1A1,MAN1A1,672.3466345,-1.180774688,0.507188766,0.000570446,0.017404566
scaffold-ma1,225317250,225325563,maker-scaffold-ma1-augustus-gene-751.7,gprc6a,GPRC6A,GPRC6A,289.4163536,-2.201643326,1.01975988,0.000165351,0.007325738
scaffold-ma1,224128056,224129520,maker-scaffold-ma1-augustus-gene-747.22,chchd10,LOC103054698,CHCHD2,271.7068688,-1.448941321,0.814204834,0.001125141,0.027128179
scaffold-ma1,232578607,232594331,maker-scaffold-ma1-augustus-gene-775.13,slc18b1,SLC18B1,SLC18B1,18.71507828,1.586674929,1.015178166,0.001457849,0.032054547
scaffold-ma1,234989942,235008016,maker-scaffold-ma1-augustus-gene-783.6,tnfaip3,TNFAIP3,TNFAIP3,66.68209807,3.019302501,1.209447608,3.81e-05,0.002578222
scaffold-ma1,234989942,235008016,maker-scaffold-ma1-augustus-gene-783.6,tnfaip3,TNFAIP3,TNFAIP3,283.1439713,1.737317173,1.058040271,0.000963053,0.024396159
scaffold-ma1,251266035,251270131,maker-scaffold-ma1-augustus-gene-837.4,ntpcr,NTPCR,NTPCR,53.69963577,1.194040923,0.650134456,0.001889261,0.038139803
scaffold-ma1,254326450,254339071,maker-scaffold-ma1-augustus-gene-847.3,opn3,OPN3,LOC106541535,6.309523521,-1.557640303,1.27212033,0.0025133,0.04557248
scaffold-ma1,258792672,258823867,maker-scaffold-ma1-augustus-gene-862.16,rmdn2,RMDN2,RMDN2,145.8280647,1.102358822,0.456322712,0.00064673,0.018756063
scaffold-ma1,259780536,259790672,maker-scaffold-ma1-augustus-gene-866.18,dlk2,DLK2,DLK2,11.36760518,-1.969907626,1.196159268,0.000675295,0.019236204
scaffold-ma1,265642998,265643333,augustus_masked-scaffold-ma1-processed-gene-885.1,fosl2,FOSL2,FOSL2,73.70178255,2.618615842,1.037940057,5.08e-05,0.003220085
scaffold-ma1,271183568,271194185,maker-scaffold-ma1-augustus-gene-904.4,tgfb2,TGFB2,TGFB2,229.725999,-1.239396777,0.622589111,0.001116954,0.027016339
scaffold-ma1,269870668,269886996,maker-scaffold-ma1-augustus-gene-899.7,taf1a,TAF1A,TAF1A,84.597143,1.049021208,0.525357426,0.002286319,0.042583195
scaffold-ma1,269205811,269244685,maker-scaffold-ma1-augustus-gene-897.5,wdr26,WDR26,WDR26,76.23197843,1.016291356,0.455571436,0.001571187,0.0336247
scaffold-ma1,274330409,274334085,maker-scaffold-ma1-augustus-gene-914.14,atf3,ATF3,ATF3,229.7709473,2.753069054,0.988766527,2.49e-05,0.001829325
scaffold-ma1,279972473,279979948,maker-scaffold-ma1-augustus-gene-933.9,rhoq,RHOQ,RHOQ,25.84468049,1.262669934,0.774925716,0.002483735,0.045090502
scaffold-ma1,282814540,282851690,maker-scaffold-ma1-augustus-gene-942.2,slc8a1,SLC8A1,SLC8A1,58.84756815,-2.408083306,0.890158176,3.42e-05,0.002359388
scaffold-ma1,297394747,297405014,maker-scaffold-ma1-augustus-gene-991.25,fndc5,FNDC4,FNDC4,29.51177078,-1.202301913,0.725410469,0.002761885,0.048148339
scaffold-ma1,302324326,302354055,maker-scaffold-ma1-augustus-gene-1007.10,p2rx4,P2RX1,P2RX4,33.04596245,-1.648522145,0.878861889,0.000618505,0.018320254
scaffold-ma1,299469661,299483356,maker-scaffold-ma1-augustus-gene-998.14,LOC100556688,NIPSNAP2,NIPSNAP2,233.9622855,-3.197448873,0.586329609,1.92e-09,1.05e-06
scaffold-ma1,308374008,308415283,augustus_masked-scaffold-ma1-processed-gene-1028.0,cluh,CLUH,CLUH,342.2008191,-2.366781131,0.519203777,4.34e-08,1.24e-05
scaffold-ma1,309371813,309373894,maker-scaffold-ma1-augustus-gene-1031.16,tnxb,LOC103054522,LOC106539505,149.3593903,-1.826641099,0.850373713,0.000230453,0.009354243
scaffold-ma5,533863,543497,maker-scaffold-ma5-augustus-gene-1.22,vdac2,VDAC2,VDAC2,51.80346822,1.006027957,0.472765837,0.002089314,0.040357873
scaffold-ma5,984774,989556,maker-scaffold-ma5-augustus-gene-3.5,adprhl2,ADPRHL2,ADPRHL2,30.3951018,-1.365426334,0.881275715,0.002311987,0.042879474
scaffold-ma5,5722453,5729345,maker-scaffold-ma5-augustus-gene-19.22,LOC100561060,SYT15,LOC106540488,66.12339282,-1.84187944,0.832206862,0.000187089,0.008015942
scaffold-ma5,12640793,12677692,maker-scaffold-ma5-augustus-gene-42.6,sgpl1,LOC103062874,SGPL1,50.6274087,-1.409315,0.73093583,0.000827724,0.022087864
scaffold-ma5,14405444,14420234,maker-scaffold-ma5-augustus-gene-48.6,aifm2,AIFM2,AIFM2,9.254600346,2.281975005,1.794076795,0.000346449,0.012557006
scaffold-ma5,23560213,23575760,maker-scaffold-ma5-augustus-gene-78.8,pcgf5,PCGF5,PCGF5,30.64917879,1.203170755,0.577085954,0.000993999,0.024882033
scaffold-ma5,31365931,31374551,maker-scaffold-ma5-augustus-gene-104.3,clrn3,CLRN3,CLRN1,440.4508604,-3.302169903,0.835561132,8.06e-07,0.000131177
scaffold-ma5,34804995,34876245,augustus_masked-scaffold-ma5-processed-gene-116.2,LOC103277525,LOC103064412,LOC106556164,5.196441608,-1.71508861,1.335699596,0.001694302,0.035340077
scaffold-ma5,36535434,36559934,maker-scaffold-ma5-augustus-gene-121.6,LOC100567212,LOC103051813,LOC106541798,8.712711984,1.885500713,1.533370959,0.001080927,0.026387025
scaffold-ma5,41877818,41890019,maker-scaffold-ma5-augustus-gene-139.13,tectb,TECTB,TECTB,26.13515537,-1.183912029,0.700840001,0.002722934,0.047888215
scaffold-ma5,50210697,50235997,maker-scaffold-ma5-augustus-gene-167.8,dnmbp,DNMBP,DNMBP,130.9920048,-1.557023647,0.743233718,0.000382966,0.013377881
scaffold-ma5,51670753,51696236,maker-scaffold-ma5-augustus-gene-172.11,ammecr1l,AMMECR1L,AMMECR1L,158.0993529,1.351965823,0.435590516,2.29e-05,0.001741288
scaffold-ma5,52556855,52569209,maker-scaffold-ma5-augustus-gene-175.13,ilkap,ILKAP,ILKAP,34.58764044,-1.597453988,0.987326878,0.001269958,0.029284986
scaffold-ma5,53292982,53322016,maker-scaffold-ma5-augustus-gene-177.7,senp2,SENP2,SENP2,18.66650484,1.812855708,1.007864652,0.000603707,0.017984243
scaffold-ma5,53192943,53212329,maker-scaffold-ma5-augustus-gene-177.8,c3h3orf70,CUNH3orf70,CUNH3orf70,36.88372259,-1.200304855,0.582401649,0.001067908,0.026222943
scaffold-ma5,60771930,60821527,maker-scaffold-ma5-augustus-gene-202.1,epha4,EPHA4,EPHA4,42.68260504,-1.576265237,0.574471663,4.38e-05,0.002896328
scaffold-ma5,64736754,64756709,maker-scaffold-ma5-augustus-gene-215.3,c3h3orf58,LOC103065724,LOC106542364,104.0452771,-1.714251054,0.671584042,7.05e-05,0.003990305
scaffold-ma5,70354857,70360797,maker-scaffold-ma5-augustus-gene-234.6,ptx3,PTX3,PTX3,157.480672,2.162750525,0.763514028,2.33e-05,0.001754954
scaffold-ma5,71011729,71018296,maker-scaffold-ma5-augustus-gene-236.13,rarres1,LOC103059506,LOC106545831,51.15514851,2.832600892,1.632430828,0.000133174,0.006308648
scaffold-mi3,1364193,1371334,maker-scaffold-mi3-augustus-gene-4.9,anxa2,ANXA2,ANXA2,928.2389646,-1.428155904,0.584403862,0.000170668,0.007481717
scaffold-mi3,1632668,1660502,augustus_masked-scaffold-mi3-processed-gene-5.3,trpm1,TRPM1,TRPM3,17.47371843,-2.624570095,1.029418544,4.75e-05,0.003089139
scaffold-mi3,1632668,1660502,augustus_masked-scaffold-mi3-processed-gene-5.3,trpm1,TRPM1,TRPM3,46.72865184,-1.876597054,0.940002627,0.000336916,0.012308068
scaffold-mi3,2490155,2504127,maker-scaffold-mi3-augustus-gene-8.21,ttpal,PTPN9,LOC106556041,41.30511177,1.043074453,0.517472526,0.002251794,0.042258923
scaffold-mi3,2734372,2738675,maker-scaffold-mi3-augustus-gene-9.3,thtpa,THTPA,NA,134.0816611,-1.704362977,0.65206509,5.77e-05,0.003457121
scaffold-mi3,3013563,3015341,augustus_masked-scaffold-mi3-processed-gene-10.0,lingo1,LINGO1,LINGO1,26.68799547,-1.408890394,0.861563604,0.001737524,0.035964666
scaffold-mi3,3117959,3148252,maker-scaffold-mi3-augustus-gene-10.9,hmg20a,HMG20A,HMG20A,28.20626654,1.845308719,0.951281457,0.000405418,0.013718623
scaffold-mi3,5843155,5875191,augustus_masked-scaffold-mi3-processed-gene-19.8,slc12a1,SLC12A1,SLC12A2,73.53389599,-2.034476281,1.333904247,0.000729255,0.020274065
scaffold-mi3,6886214,6889940,maker-scaffold-mi3-augustus-gene-23.9,mapk6,MAPK6,MAPK6,8.104974125,-1.737330091,1.38794155,0.001616108,0.034317625
scaffold-mi3,9773061,9782869,maker-scaffold-mi3-augustus-gene-32.12,rhcg,RHCG,RHCG,16.89864335,-2.093330549,1.395524297,0.000669932,0.019166286
scaffold-mi3,12521763,12549064,augustus_masked-scaffold-mi3-processed-gene-41.8,chd2,CHD2,CHD2,12.00546486,1.743142322,1.129530795,0.001163796,0.027695681
scaffold-mi3,13833808,13864030,maker-scaffold-mi3-augustus-gene-46.4,NA,NA,NA,8.290608934,-2.547086438,1.719599724,0.000237926,0.009564359
scaffold-mi3,14390735,14396355,maker-scaffold-mi3-augustus-gene-48.6,wisp1,WISP1,WISP1,7998.014333,-0.909303309,0.371658414,0.00166316,0.034876107
scaffold-mi3,14778966,14793531,maker-scaffold-mi3-augustus-gene-49.8,dpp8,DPP8,DPP8,64.19885229,-3.407936796,0.92099427,1.6e-06,0.000212924
scaffold-mi6,963610,979060,maker-scaffold-mi6-augustus-gene-3.14,LOC100567028,LOC103059505,LOC106539207,535.5176586,-1.005133083,0.468978385,0.002028172,0.039703283
scaffold-mi6,3798846,3804479,augustus_masked-scaffold-mi6-processed-gene-12.6,nes,NES,LOC106556642,52.33151588,-1.469333216,0.852956468,0.001246938,0.029038408
scaffold-mi6,4678659,4689134,augustus_masked-scaffold-mi6-processed-gene-15.3,capns2,LOC103057671,LOC106546938,326.9844423,-1.221499822,0.638496525,0.001438228,0.031831121
scaffold-mi6,6152537,6177122,augustus_masked-scaffold-mi6-processed-gene-20.6,gpt2,GPT2,LOC106554518,694.68098,-3.107612614,0.759471671,5.41e-07,9.98e-05
scaffold-mi6,6152537,6177122,augustus_masked-scaffold-mi6-processed-gene-20.6,gpt2,GPT2,LOC106554518,128.7691213,-2.293103381,0.680692747,4.04e-06,0.000457547
scaffold-mi6,8913156,8930283,augustus_masked-scaffold-mi6-processed-gene-29.8,LOC100551622,LOC103067997,LOC106551538,7.605371142,-2.358166629,1.174238285,0.000202887,0.008534781
scaffold-mi6,8643817,8679936,maker-scaffold-mi6-augustus-gene-29.21,slc7a9,CEP89,CEP89,137.7903287,-2.312477601,1.252419713,0.000292871,0.01108811
scaffold-mi6,8937003,8952478,augustus_masked-scaffold-mi6-processed-gene-29.13,hsd11b2,LOC103059298,LOC106545466,992.6651115,-2.641905483,0.760113241,3.53e-06,0.000412504
scaffold-ma6,1760272,1766732,maker-scaffold-ma6-augustus-gene-5.6,hgf,HGF,NA,29.15719456,1.630728217,1.089014425,0.001536373,0.033112509
scaffold-ma6,3418147,3423622,maker-scaffold-ma6-augustus-gene-11.11,sephs1,SEPHS1,SEPHS1,181.1284225,-1.173142058,0.629472885,0.001901599,0.038196849
scaffold-ma6,7314940,7321428,maker-scaffold-ma6-augustus-gene-24.15,NA,NA,NA,28.74234619,2.943236681,0.859277008,4.26e-06,0.000476923
scaffold-ma6,17945281,18035524,maker-scaffold-ma6-augustus-gene-60.6,cftr,CFTR,CFTR,77.20418859,-2.146154727,1.407933709,0.000593479,0.017787014
scaffold-ma6,24820933,24845139,maker-scaffold-ma6-augustus-gene-82.5,zcrb1,ZCRB1,ZCRB1,77.5044642,1.328232722,0.6052052,0.000485106,0.01561263
scaffold-ma6,29020140,29032676,maker-scaffold-ma6-augustus-gene-96.4,msrb3,MSRB3,MSRB3,16.16392703,1.464806174,1.007096795,0.002277496,0.042494898
scaffold-ma6,30163027,30166079,augustus_masked-scaffold-ma6-processed-gene-100.1,NA,NA,NA,24.36977293,-1.971275317,1.449016581,0.000926596,0.023703326
scaffold-ma6,44271625,44273946,maker-scaffold-ma6-augustus-gene-147.5,NA,NA,NA,24.77822602,-1.089911927,0.597082188,0.002801358,0.048370701
scaffold-ma6,44443729,44475695,maker-scaffold-ma6-augustus-gene-148.5,scyl2,SCYL2,SCYL2,41.01275429,2.418633496,0.853981329,2.37e-05,0.001769267
scaffold-ma6,49542910,49565238,maker-scaffold-ma6-augustus-gene-165.13,nptxr,NPTXR,NPTXR,132.5673957,1.194906854,0.597142297,0.001266024,0.029283497
scaffold-ma6,49519976,49525744,augustus_masked-scaffold-ma6-processed-gene-165.1,cbx6,CBX6,CBX6,1102.635923,0.781672017,0.266518904,0.000857457,0.02254398
scaffold-ma6,49869942,49915198,maker-scaffold-ma6-augustus-gene-166.9,csnk1e,LOC103061602,CSNK1E,69.71921214,2.046816311,0.717734424,2.17e-05,0.001667573
scaffold-ma6,51529101,51555264,augustus_masked-scaffold-ma6-processed-gene-171.6,tex33,TEX33,TEX33,3441.686379,-2.822277465,0.611855912,7.11e-08,1.85e-05
scaffold-ma6,52486933,52527226,augustus_masked-scaffold-ma6-processed-gene-175.0,mcm5,MCM5,MCM5,200.9690271,1.397397599,0.950407675,0.002539359,0.045900235
scaffold-ma6,55626394,55642885,augustus_masked-scaffold-ma6-processed-gene-185.1,glt8d2,GLT8D2,GLT8D2,24.22817219,-1.58012115,0.889486118,0.000892827,0.023037594
scaffold-ma6,56187139,56196680,maker-scaffold-ma6-augustus-gene-187.10,igf1,IGF1,LOC106542973,46.90847612,-1.417602826,0.844074975,0.001537392,0.033112509
scaffold-ma6,60600765,60610290,maker-scaffold-ma6-augustus-gene-202.6,kiaa1551,KIAA1551,KIAA1551,109.7897457,-1.356829919,0.698700671,0.000904537,0.023247344
scaffold-ma6,68790697,68792913,maker-scaffold-ma6-augustus-gene-229.16,LOC100560392,LOC103066934,NA,916.1272518,-1.862561307,0.656983271,2.35e-05,0.001762957
scaffold-ma6,68673839,68700801,maker-scaffold-ma6-augustus-gene-229.15,etnk1,LOC103050394,ETNK1,126.5809328,1.435259089,0.960029379,0.002233709,0.042016736
scaffold-mi10,242312,264702,maker-scaffold-mi10-augustus-gene-0.14,pias1,PIAS3,PIAS1,23.87749833,1.656897574,0.956624281,0.000883701,0.022915694
scaffold-mi10,1409933,1427305,augustus_masked-scaffold-mi10-processed-gene-4.6,LOC100557207,LOC103052315,LOC106554760,131.096475,-1.441594675,1.067454781,0.002856999,0.049117067
scaffold-mi10,1432715,1435868,maker-scaffold-mi10-augustus-gene-4.22,LOC100557133,LOC103051678,LOC106554757,1546.99008,-3.326873853,0.783006498,3e-07,6.19e-05
scaffold-mi10,1500943,1509489,augustus_masked-scaffold-mi10-processed-gene-5.2,LOC100562194,LOC103052553,LOC106554759,11.68493534,-1.363580985,0.873170881,0.00226079,0.042258923
scaffold-mi10,1607084,1619813,maker-scaffold-mi10-augustus-gene-5.26,LOC100556607,LOC103062162,LOC106555720,641.9342645,-2.276307234,1.227111432,0.000302229,0.011325919
scaffold-mi10,2002991,2020339,maker-scaffold-mi10-augustus-gene-6.12,LOC100563440,LOC103054530,LOC106544348,5.555758957,-1.569003863,1.482071684,0.002126803,0.040741875
scaffold-mi10,2155455,2186429,maker-scaffold-mi10-augustus-gene-7.16,slco1a2,SLCO1A2,SLCO1A2,175.2439602,-1.734420325,0.760277702,0.000168416,0.007429925
scaffold-mi10,3681790,3696335,maker-scaffold-mi10-augustus-gene-12.20,thbs3,THBS3,LOC106556199,14.07372153,-2.371911134,0.991085705,8.1e-05,0.004370116
scaffold-mi10,4010237,4015103,maker-scaffold-mi10-augustus-gene-13.15,pygo2,PYGO2,PYGO2,122.6046157,-1.247761101,0.448027225,0.000109037,0.005427966
scaffold-mi10,4162333,4167631,maker-scaffold-mi10-augustus-gene-14.33,aqp10,AQP10,AQP10,118.8441023,-2.611228969,1.118364782,7.89e-05,0.004280834
scaffold-mi10,4665648,4670384,maker-scaffold-mi10-augustus-gene-15.32,LOC100564032,LOC103053373,LOC106543935,13.88531913,-1.409309855,0.843978192,0.001600773,0.034117605
scaffold-mi10,5043699,5050338,maker-scaffold-mi10-augustus-gene-16.51,LOC100556353,LOC103054726,LOC106540604,14.82596376,-1.518271638,1.022617642,0.00193571,0.038719769
scaffold-mi10,4997223,5010803,maker-scaffold-mi10-augustus-gene-16.47,LOC100562181,LOC103054962,LOC106540613,165.725431,-1.467456761,0.627547204,0.000216549,0.008929095
scaffold-mi1,1416730,1448905,maker-scaffold-mi1-augustus-gene-4.6,grik4,GRIK4,LOC106553586,10.32392586,-2.352988835,1.375505533,0.000338994,0.012362305
scaffold-mi1,7049221,7063760,augustus_masked-scaffold-mi1-processed-gene-23.5,foxred1,FOXRED1,LOC106548719,174.6048358,-2.828213088,0.773781005,2.14e-06,0.0002684
scaffold-mi1,13213595,13235820,maker-scaffold-mi1-augustus-gene-44.7,bnip3l,BNIP3L,BNIP3L,137.0442855,1.008565022,0.488154426,0.002365026,0.043542832
scaffold-mi1,18734541,18739952,augustus_masked-scaffold-mi1-processed-gene-62.10,NA,IL1B,LOC106544675,37.37745334,1.809142444,1.273735104,0.001248109,0.029038408
scaffold-mi1,19273700,19279984,maker-scaffold-mi1-augustus-gene-64.21,mthfd2,MTHFD2,MTHFD2,27.61547974,1.927451563,0.90122028,0.000216288,0.008929095
scaffold-mi1,21217811,21223630,maker-scaffold-mi1-augustus-gene-70.17,rbm7,RBM7,RBM7,55.77560939,-1.758972312,0.711096084,8.81e-05,0.004618592
scaffold-ma2,1275648,1286725,maker-scaffold-ma2-augustus-gene-4.16,pbx2,PBX2,PBX2,138.7504193,1.571569019,0.754741328,0.00038794,0.013377881
