Chr,Start,End,GeneID,Homolog_Anolis,Homolog_Python,Homolog_Thamnophis,Module,Gene_MM,Gene_TS
scaffold-ma7,36785116,36792281,maker-scaffold-ma7-augustus-gene-122.5,rwdd4,RWDD4,RWDD4,magenta4,0.889286723,0.460968896
scaffold-ma7,39982303,40000856,maker-scaffold-ma7-augustus-gene-133.3,aga,AGA,LOC106541237,lavenderblush3,0.9448637,0.504349691
scaffold-ma7,40435095,40443211,maker-scaffold-ma7-augustus-gene-134.3,spcs3,SPCS3,SPCS3,magenta,0.967807276,0.563946766
scaffold-ma7,41925395,41940620,maker-scaffold-ma7-augustus-gene-139.8,LOC100566863,LOC107326668,LOC106545924,magenta,0.587902599,0.699803743
scaffold-ma7,43513003,43542110,maker-scaffold-ma7-augustus-gene-145.10,clcn3,CLCN3,LOC106540732,lavenderblush3,0.64944385,0.539720268
scaffold-ma7,47973794,47987839,augustus_masked-scaffold-ma7-processed-gene-160.0,gabra4,LOC103061619,LOC106547394,green2,0.941829814,0.733019874
scaffold-ma7,48598996,48601638,maker-scaffold-ma7-augustus-gene-162.4,lrat,LRAT,LRAT,magenta,0.865018616,0.414059167
scaffold-ma7,48674910,48702248,maker-scaffold-ma7-augustus-gene-162.6,map9,NA,LOC106551630,magenta,0.371720708,0.518510995
scaffold-ma7,49306644,49307246,augustus_masked-scaffold-ma7-processed-gene-164.1,LOC107983275,NA,NA,lavenderblush3,0.848935617,0.564627653
scaffold-ma7,49846562,49867753,augustus_masked-scaffold-ma7-processed-gene-166.0,glrb,GLRB,GLRB,thistle4,0.809227811,0.834231309
scaffold-ma7,50213780,50234512,maker-scaffold-ma7-augustus-gene-167.2,tmem144,TMEM144,TMEM144,magenta4,0.878899236,0.577557204
scaffold-ma7,55447695,55467503,maker-scaffold-ma7-augustus-gene-184.20,pitpnc1,LOC103062246,PITPNC1,magenta,0.759723753,0.496732195
scaffold-ma7,55603825,55636717,maker-scaffold-ma7-augustus-gene-185.7,cep135,CEP135,CEP135,magenta,0.556609559,0.355354843
scaffold-ma7,56016920,56025501,maker-scaffold-ma7-augustus-gene-186.8,corin,LOC103057224,TMPRSS15,magenta,0.932064166,0.521423454
scaffold-ma7,56204686,56265421,maker-scaffold-ma7-augustus-gene-187.2,kit,KIT,LOC106556266,magenta,0.581593734,0.153491017
scaffold-ma7,56755058,56758994,maker-scaffold-ma7-augustus-gene-189.4,NA,NA,NA,magenta,0.617743232,0.310079568
scaffold-ma7,57078219,57084665,maker-scaffold-ma7-augustus-gene-190.5,sgcb,SGCB,NA,magenta,0.486056698,0.199517102
scaffold-ma7,61395628,61414815,maker-scaffold-ma7-augustus-gene-204.21,klhl5,KLHL5,KLHL5,magenta,0.802755877,0.176602113
scaffold-ma7,61501600,61502145,maker-scaffold-ma7-augustus-gene-204.30,rpl9,RPL9,LOC106544064,magenta,0.983313145,0.615428347
scaffold-ma3,6843,81944,maker-scaffold-ma3-augustus-gene-0.6,ptk2,PTK2,LOC106550374,thistle4,0.809569783,0.849779026
scaffold-ma3,3251848,3252966,augustus_masked-scaffold-ma3-processed-gene-10.2,fut9,FUT9,LOC106554991,magenta,0.870974217,0.493182458
scaffold-ma3,4492081,4538102,maker-scaffold-ma3-augustus-gene-15.15,phf20l1,PHF20L1,LOC106537970,magenta,0.953879976,0.551015025
scaffold-ma3,4823445,4849131,maker-scaffold-ma3-augustus-gene-16.10,kcnq3,KCNQ3,LOC106540814,magenta,0.766749559,0.376914842
scaffold-ma3,6182947,6191598,maker-scaffold-ma3-augustus-gene-20.3,NA,NA,NA,navajowhite,0.747087291,0.316820752
scaffold-ma3,9843047,9858123,maker-scaffold-ma3-augustus-gene-32.8,mal2,MAL2,MAL2,magenta,0.778979722,0.389913921
scaffold-ma3,10136786,10154579,maker-scaffold-ma3-augustus-gene-33.5,samd12,SAMD12,SAMD10,green2,0.950559403,0.689616715
scaffold-ma3,11007472,11010707,maker-scaffold-ma3-augustus-gene-36.10,utp23,UTP23,FCF1,magenta,0.915588186,0.485495901
scaffold-ma3,13930272,13934533,maker-scaffold-ma3-augustus-gene-46.9,eny2,ENY2,ENY2,magenta,0.624528935,0.286430727
scaffold-ma3,16031704,16049136,maker-scaffold-ma3-augustus-gene-53.10,dcaf13,DCAF13,DCAF13,magenta,0.642455472,0.468687368
scaffold-ma3,19608923,19615573,maker-scaffold-ma3-augustus-gene-65.0,triqk,TRIQK,TRIQK,magenta,0.839696868,0.527285906
scaffold-ma3,22810453,22828851,maker-scaffold-ma3-augustus-gene-76.9,impa1,IMPA1,IMPA1,magenta,0.548552155,0.13472629
scaffold-ma3,23210290,23253452,maker-scaffold-ma3-augustus-gene-77.10,tpd52,TPD52,TPD52,magenta,0.477763515,0.463056623
scaffold-ma3,23633459,23641809,maker-scaffold-ma3-augustus-gene-78.3,pkia,PKIA,PKIA,magenta4,0.767462507,0.515433858
scaffold-ma3,26692849,26706981,maker-scaffold-ma3-augustus-gene-89.4,lactb2,LACTB2,LACTB2,magenta,0.529457142,0.402948871
scaffold-ma3,26692849,26706981,maker-scaffold-ma3-augustus-gene-89.4,lactb2,LACTB2,LACTB2,magenta,0.529019559,0.003830667
scaffold-ma3,26850734,26900773,maker-scaffold-ma3-augustus-gene-89.6,ncoa2,NCOA2,NCOA2,magenta,0.803664029,0.43389931
scaffold-ma3,27015932,27062643,maker-scaffold-ma3-augustus-gene-90.3,sulf1,LOC103058651,SULF1,magenta,0.867120225,0.616859466
scaffold-ma3,27375659,27444193,maker-scaffold-ma3-augustus-gene-91.6,prex2,PREX2,LOC106541226,magenta,0.918940927,0.411149426
scaffold-ma3,27833584,27853098,maker-scaffold-ma3-augustus-gene-92.15,mybl1,MYBL1,MYBL1,lavenderblush3,0.804836642,0.562112145
scaffold-ma3,30184000,30257058,maker-scaffold-ma3-augustus-gene-100.1,tox,TOX,LOC106555713,magenta,0.775421366,0.542753216
scaffold-ma3,30977646,30978469,maker-scaffold-ma3-augustus-gene-103.7,rps20,RPS20,RPS20,magenta,0.830677226,0.475336556
scaffold-ma3,31551758,31554637,maker-scaffold-ma3-augustus-gene-105.14,sox17,LOC103057181,SOX17,magenta,0.952040232,0.603352957
scaffold-ma3,36647904,36693810,maker-scaffold-ma3-augustus-gene-122.5,kctd1,KCTD1,KCTD1,magenta,0.676535301,0.371132658
scaffold-ma3,37806340,37813856,maker-scaffold-ma3-augustus-gene-126.14,lama3,LOC103049345,LOC106553639,lavenderblush3,0.868041636,0.548531822
scaffold-ma3,38414128,38437438,maker-scaffold-ma3-augustus-gene-128.4,abhd3,ABHD1,ABHD1,magenta,0.836909612,0.445246891
scaffold-ma3,40163915,40184946,maker-scaffold-ma3-augustus-gene-134.6,zbtb14,ZBTB14,ZBTB14,navajowhite,0.886652732,0.590030263
scaffold-ma3,42341731,42430840,augustus_masked-scaffold-ma3-processed-gene-141.2,piezo2,PIEZO2,PIEZO2,green2,0.779067003,0.638988981
scaffold-ma3,43359782,43380647,maker-scaffold-ma3-augustus-gene-144.8,fam210a,FAM210A,FAM210A,magenta,0.803522512,0.709125103
scaffold-ma3,44265501,44318207,maker-scaffold-ma3-augustus-gene-147.1,LOC100554550,CDH7,CDH7,magenta,0.658576691,0.664539906
scaffold-ma3,47476983,47504588,maker-scaffold-ma3-augustus-gene-158.12,fam69c,FAM69C,FAM69C,magenta,0.981361369,0.61208386
scaffold-ma3,50196197,50298081,maker-scaffold-ma3-augustus-gene-167.3,atp9b,ATP9A,LOC106541356,magenta,0.750614077,0.877374611
scaffold-ma3,50786354,50801833,maker-scaffold-ma3-augustus-gene-169.10,adnp2,ADNP2,ADNP2,navajowhite,0.867026715,0.828379567
scaffold-ma3,50725765,50764487,augustus_masked-scaffold-ma3-processed-gene-169.0,LOC100559853,LOC103050057,LOC106547190,magenta,0.81151304,0.377990472
scaffold-ma3,50708069,50713203,maker-scaffold-ma3-augustus-gene-169.5,LOC103282084,HSBP1L1,HSBP1L1,lavenderblush3,0.816144782,0.69329853
scaffold-ma3,52883091,52905611,maker-scaffold-ma3-augustus-gene-176.4,mboat1,MBOAT1,LOC106548846,salmon1,0.891940513,0.445819815
scaffold-ma3,52823633,52828807,augustus_masked-scaffold-ma3-processed-gene-176.1,cdkal1,NA,NA,magenta,0.91634934,0.614432565
scaffold-ma3,53584603,53604038,augustus_masked-scaffold-ma3-processed-gene-178.1,dek,DEK,DEK,magenta,0.636959812,0.725495226
scaffold-ma3,53807007,53819765,maker-scaffold-ma3-augustus-gene-179.10,mcur1,MCUR1,LOC106547973,green2,0.900583118,0.655320584
scaffold-ma3,55054246,55057252,maker-scaffold-ma3-augustus-gene-183.10,fam8a1,FAM8A1,FAM8A1,magenta,0.832591518,0.319094419
scaffold-ma3,54951312,54961833,maker-scaffold-ma3-augustus-gene-183.7,stmnd1,STMND1,NA,magenta,0.789077084,0.38586078
scaffold-ma3,55147372,55152786,maker-scaffold-ma3-augustus-gene-183.12,LOC100564712,LOC103067058,NA,magenta,0.715688263,0.19269317
scaffold-ma3,55215141,55227686,maker-scaffold-ma3-augustus-gene-184.4,tbc1d7,TBC1D7,TBC1D7,magenta,0.715241921,0.041282512
scaffold-ma3,55215141,55227686,maker-scaffold-ma3-augustus-gene-184.4,tbc1d7,TBC1D7,TBC1D7,green2,0.774912384,0.352813979
scaffold-ma3,55776743,55789360,maker-scaffold-ma3-augustus-gene-186.5,adtrp,LOC107326216,ADTRP,magenta,0.679145742,0.466764037
scaffold-ma3,56179525,56183627,maker-scaffold-ma3-augustus-gene-187.12,LOC100564712,LOC103059846,NA,magenta,0.826583807,0.356599484
scaffold-ma3,62774344,62808229,augustus_masked-scaffold-ma3-processed-gene-209.3,zc3h13,ZC3H13,ZC3H13,magenta4,0.840808963,0.47818072
scaffold-ma3,65107633,65149881,maker-scaffold-ma3-augustus-gene-217.1,cdh9,CDH10,LOC106557033,magenta,0.820653084,0.766823264
scaffold-ma3,68903672,68962851,augustus_masked-scaffold-ma3-processed-gene-229.2,cdh18,LOC103049099,CDH7,magenta,0.918260667,0.588541352
scaffold-ma3,70215701,70223735,maker-scaffold-ma3-augustus-gene-234.2,fbxl7,FBXL7,FBXL7,magenta,0.913651013,0.606608506
scaffold-ma3,70465687,70480630,maker-scaffold-ma3-augustus-gene-235.6,otulin,OTULIN,FAM105A,magenta,0.887039536,0.384617162
scaffold-ma3,73411643,73430356,maker-scaffold-ma3-augustus-gene-244.9,slc39a6,LOC103055664,SLC39A6,magenta,0.560462022,0.076591126
scaffold-ma3,73750920,73772168,maker-scaffold-ma3-augustus-gene-246.6,slc6a19,SLC6A19,SLC6A15,magenta,0.935253333,0.58202106
scaffold-ma3,74018848,74059731,maker-scaffold-ma3-augustus-gene-246.8,ndufs6,NDUFS6,NDUFS6,magenta,0.790460573,0.461814968
scaffold-ma3,74100557,74110119,maker-scaffold-ma3-augustus-gene-247.3,irx4,IRX4,IRX4,magenta,0.927907233,0.650091934
scaffold-ma3,75080363,75082595,maker-scaffold-ma3-augustus-gene-250.2,irx1,LOC103054702,IRX1,magenta,0.72654291,0.232294764
scaffold-ma3,75080363,75082595,maker-scaffold-ma3-augustus-gene-250.2,irx1,LOC103054702,IRX1,magenta,0.863492892,0.384442212
scaffold-ma3,76874466,76876286,augustus_masked-scaffold-ma3-processed-gene-256.2,cd93,CD93,LOC106554182,magenta,0.909483184,0.61401312
scaffold-ma3,78098052,78116996,maker-scaffold-ma3-augustus-gene-260.5,crnkl1,CRNKL1,CRNKL1,magenta,0.834784326,0.396886959
scaffold-ma3,78599624,78622145,maker-scaffold-ma3-augustus-gene-262.8,syndig1,SYNDIG1,SYNDIG1,magenta,0.562963818,0.575676239
scaffold-ma3,80356296,80368508,maker-scaffold-ma3-augustus-gene-267.16,zmat2,ZMAT2,ZMAT2,magenta,0.758263523,0.448246301
scaffold-ma3,81650355,81676829,maker-scaffold-ma3-augustus-gene-272.6,kat14,KAT14,KAT14,magenta,0.81406611,0.451969301
scaffold-ma3,82855903,82891838,augustus_masked-scaffold-ma3-processed-gene-276.1,prkab2,PRKAB2,LOC106543036,magenta,0.772357554,0.198186132
scaffold-ma3,88579034,88624673,maker-scaffold-ma3-augustus-gene-295.10,c2h1orf112,LOC103057444,LOC106555207,magenta,0.582001834,0.579763708
scaffold-ma3,88999474,89009193,maker-scaffold-ma3-augustus-gene-296.6,tbrg4,TBRG4,LOC106555484,magenta,0.74047466,0.742628215
scaffold-ma3,89435816,89454521,maker-scaffold-ma3-augustus-gene-298.6,LOC107983748,LOC103050505,LOC106547112,green2,0.808216904,0.608925997
scaffold-ma3,95061531,95083431,maker-scaffold-ma3-augustus-gene-317.1,brinp3,LOC103061362,BRINP1,green2,0.943794967,0.478659654
scaffold-ma3,96316285,96327663,augustus_masked-scaffold-ma3-processed-gene-321.4,plod3,LOC103067401,PLOD1,magenta,0.810778649,0.521111324
scaffold-ma3,99253548,99262226,maker-scaffold-ma3-augustus-gene-330.5,atp6v1g1,LOC103061774,LOC106553061,magenta,0.887251563,0.574739685
scaffold-ma3,101367311,101367379,trnascan-scaffold-ma3-noncoding-Pseudo_AAC-gene-337.0,NA,NA,NA,magenta,0.791709424,0.422171843
scaffold-ma3,104383725,104403650,maker-scaffold-ma3-augustus-gene-348.8,dbt,DBT,DBT,magenta,0.386915388,0.306149634
scaffold-ma3,104422813,104432032,maker-scaffold-ma3-augustus-gene-348.12,trmt13,TRMT13,NA,lavenderblush3,0.83732725,0.695605558
scaffold-ma3,105076162,105084026,maker-scaffold-ma3-augustus-gene-350.7,me3,LOC103054707,LOC106546472,lavenderblush3,0.796436166,0.290836116
scaffold-ma3,105013192,105024779,maker-scaffold-ma3-augustus-gene-350.10,dnttip2,DNTTIP2,DNTTIP2,magenta,0.812575027,0.460833172
scaffold-ma3,105101572,105157370,augustus_masked-scaffold-ma3-processed-gene-350.3,abca4,ABCA4,LOC106544862,magenta,0.761066664,0.388811496
scaffold-ma3,105517950,105530361,maker-scaffold-ma3-augustus-gene-351.5,hs3st5,HS3ST5,HS3ST5,green2,0.891751303,0.747317518
scaffold-ma3,105961765,105968685,maker-scaffold-ma3-augustus-gene-353.7,cnn3,CNN3,CNN3,magenta,0.851029718,0.628086749
scaffold-ma3,108940197,108954974,maker-scaffold-ma3-augustus-gene-363.12,fam69a,FAM69A,LOC106548397,magenta,0.427022372,0.090695196
scaffold-ma3,109178882,109198732,maker-scaffold-ma3-augustus-gene-364.13,LOC100566290,LOC103067589,LGALS1,magenta,0.806323144,0.407957811
scaffold-ma3,111291909,111321030,maker-scaffold-ma3-augustus-gene-371.7,lrrc8b,LRRC8B,LRRC8B,magenta,0.826627702,0.526088182
scaffold-ma3,113243921,113287464,maker-scaffold-ma3-augustus-gene-377.8,syde2,SYDE2,LOC106545531,magenta4,0.862179525,0.59029238
scaffold-ma3,113414500,113433058,maker-scaffold-ma3-augustus-gene-378.9,lpar3,LPAR3,LPAR3,magenta,0.928945218,0.673767983
scaffold-ma3,113539840,113554396,maker-scaffold-ma3-augustus-gene-378.13,LOC100553385,LOC103061870,LOC106540196,magenta,0.746812052,0.412196566
scaffold-ma3,113688568,113710784,maker-scaffold-ma3-augustus-gene-379.4,dnajb8,SAMD13,SAMD13,magenta,0.952660085,0.525137983
scaffold-ma3,117483837,117558377,augustus_masked-scaffold-ma3-processed-gene-391.3,nexn,NEXN,NEXN,magenta,0.802673831,0.346577891
scaffold-ma3,119173738,119182816,maker-scaffold-ma3-augustus-gene-397.5,fpgt,FPGT,FPGT,magenta,0.880303016,0.423652991
scaffold-ma3,122618980,122647755,maker-scaffold-ma3-augustus-gene-408.7,ak4,AK4,AK4,magenta,0.710043284,0.392520594
scaffold-ma3,123238988,123252354,maker-scaffold-ma3-augustus-gene-410.3,itgb3bp,ITGB3BP,ITGB3BP,magenta,0.890367325,0.519774693
scaffold-ma3,123955377,123962728,maker-scaffold-ma3-augustus-gene-413.6,patj,PATJ,LOC106547340,magenta,0.808865891,0.262495077
scaffold-ma3,126187697,126241142,augustus_masked-scaffold-ma3-processed-gene-420.0,dab1,DAB1,DAB1,magenta,0.781128554,0.901912378
scaffold-ma3,127160764,127169688,augustus_masked-scaffold-ma3-processed-gene-423.2,bsnd,BSND,BSND,magenta,0.985708607,0.612197255
scaffold-ma3,127278232,127306390,augustus_masked-scaffold-ma3-processed-gene-424.6,lss,LSS,LSS,magenta,0.665879948,0.260672802
scaffold-ma3,127727929,127748472,maker-scaffold-ma3-augustus-gene-425.12,ndc1,NDC1,NDC1,magenta,0.797056406,0.650380726
scaffold-ma3,128305227,128310432,maker-scaffold-ma3-augustus-gene-427.6,c4h1orf123,LOC103050530,LOC106546062,green2,0.883400251,0.598376431
scaffold-ma3,130499543,130526991,maker-scaffold-ma3-augustus-gene-435.2,LOC100563093,SPATA6,SPATA6,magenta,0.778504029,0.32957976
scaffold-ma3,130499543,130526991,maker-scaffold-ma3-augustus-gene-435.2,LOC100563093,SPATA6,SPATA6,green2,0.78102851,0.506658034
scaffold-ma3,130551339,130578492,maker-scaffold-ma3-augustus-gene-435.3,slc5a9,SLC5A9,SLC5A9,magenta,0.735403031,0.386589784
scaffold-ma3,131707447,131735013,maker-scaffold-ma3-augustus-gene-439.6,mob3c,LOC103053486,MOB3C,thistle4,0.647262923,0.280547805
scaffold-ma3,131523095,131532803,maker-scaffold-ma3-augustus-gene-438.16,arhgap6,ARHGAP6,ARHGAP6,magenta4,0.612893611,0.346857819
scaffold-ma3,132182138,132194854,maker-scaffold-ma3-augustus-gene-440.17,nsun4,NSUN4,NSUN4,magenta,0.902918012,0.585496041
scaffold-ma3,132128746,132156042,augustus_masked-scaffold-ma3-processed-gene-440.6,LOC100555796,LOC103049160,LOC106554261,magenta,0.968372566,0.659692138
scaffold-ma3,133424389,133431732,maker-scaffold-ma3-augustus-gene-444.6,ptch2,PTCH2,LOC106547855,magenta,0.925494513,0.711048029
scaffold-ma3,133970959,133973003,maker-scaffold-ma3-augustus-gene-446.17,tmem53,TMEM53,TMEM53,lavenderblush3,0.838128706,0.465686546
scaffold-ma3,133886800,133900544,maker-scaffold-ma3-augustus-gene-446.15,nasp,NASP,NASP,magenta,0.562780334,0.384196134
scaffold-ma3,134752789,134756429,maker-scaffold-ma3-augustus-gene-449.7,klf18,LOC103067424,KLF18,magenta,0.481527414,0.200355621
scaffold-ma3,136609308,136611669,maker-scaffold-ma3-augustus-gene-455.11,prok1,PROK1,PROK2,magenta,0.738768613,0.551088078
scaffold-ma3,136816903,136846516,maker-scaffold-ma3-augustus-gene-456.8,ahcyl1,AHCYL1,AHCYL1,magenta,0.865471127,0.579963274
scaffold-ma3,139383265,139404386,maker-scaffold-ma3-augustus-gene-464.9,stk38,STK38,STK38,magenta,0.520034422,0.278766033
scaffold-ma3,139220271,139240799,maker-scaffold-ma3-augustus-gene-464.11,pi16,PI16,PI16,green2,0.927453669,0.670417065
scaffold-ma3,140998451,141006901,maker-scaffold-ma3-augustus-gene-470.7,snrpc,SNRPC,SNRPC,magenta,0.737517235,0.316476165
scaffold-ma3,141200607,141213292,maker-scaffold-ma3-augustus-gene-470.13,tcp11,TCP11,TCP11,magenta,0.429193743,0.264937481
scaffold-ma3,141200607,141213292,maker-scaffold-ma3-augustus-gene-470.13,tcp11,TCP11,TCP11,green2,0.858245755,0.730575775
scaffold-ma3,142361848,142384444,maker-scaffold-ma3-augustus-gene-474.12,prpsap1,PRPSAP1,PRPSAP1,magenta,0.492953052,0.21444035
scaffold-ma3,142747942,142752238,maker-scaffold-ma3-augustus-gene-475.11,cpb2,CPB2,LOC106538569,magenta,0.859800648,0.188270331
scaffold-ma3,145723637,145739988,maker-scaffold-ma3-augustus-gene-485.13,ctse,CTSE,CTSE,magenta4,0.723214161,0.494854653
scaffold-ma3,146113072,146136426,maker-scaffold-ma3-augustus-gene-487.6,rassf5,RASSF5,RASSF5,salmon1,0.852487052,0.643617803
scaffold-ma3,146280469,146299372,maker-scaffold-ma3-augustus-gene-487.8,mapkapk2,MAPKAPK2,MAPKAPK2,lavenderblush3,0.888475481,0.462394569
scaffold-ma3,146575793,146599224,maker-scaffold-ma3-augustus-gene-488.13,LOC100563675,LOC103054340,LOC106540491,magenta,0.568587331,0.501470934
scaffold-ma3,146532769,146541162,maker-scaffold-ma3-augustus-gene-488.11,hnrnpl,HNRNPL,HNRNPL,navajowhite,0.748411715,0.272498927
scaffold-ma3,146761259,146774220,maker-scaffold-ma3-augustus-gene-489.3,LOC100566116,LOC103054547,LOC106554305,thistle4,0.945034745,0.737628129
scaffold-ma3,148310857,148342155,augustus_masked-scaffold-ma3-processed-gene-494.0,camk1g,CAMK1G,CAMK1G,green2,0.706654002,0.736141813
scaffold-ma3,149793770,149803227,maker-scaffold-ma3-augustus-gene-499.10,NA,NA,NA,lavenderblush3,0.685690105,0.340304676
scaffold-ma3,151713561,151730693,maker-scaffold-ma3-augustus-gene-506.7,ampd1,AMPD1,AMPD1,magenta,0.831910265,0.438011153
scaffold-ma3,151800793,151811896,augustus_masked-scaffold-ma3-processed-gene-506.2,sike1,SIKE1,SIKE1,magenta4,0.820327238,0.651050871
scaffold-ma3,154458090,154494022,maker-scaffold-ma3-augustus-gene-515.5,cep250,CEP250,LOC106549065,lavenderblush3,0.754301605,0.549209658
scaffold-ma3,155607149,155614121,augustus_masked-scaffold-ma3-processed-gene-518.3,LOC100561043,NA,LOC106554620,magenta,0.862549209,0.394160507
scaffold-ma3,155295725,155326995,maker-scaffold-ma3-augustus-gene-517.6,rbl1,RBL1,RBL1,magenta,0.818505485,0.46691298
scaffold-ma3,156490285,156515475,maker-scaffold-ma3-augustus-gene-521.4,cbfa2t2,CBFA2T2,CBFA2T2,thistle4,0.725444603,0.617383001
scaffold-ma3,156295128,156301965,maker-scaffold-ma3-augustus-gene-521.6,snta1,SNTA1,SNTA1,green2,0.943925028,0.827426808
scaffold-ma3,157123253,157123325,trnascan-scaffold-ma3-noncoding-Pseudo_AGA-gene-523.0,NA,NA,NA,magenta,0.880052484,0.771007308
scaffold-ma3,158404929,158414183,augustus_masked-scaffold-ma3-processed-gene-528.1,aar2,AAR2,AAR2,magenta,0.63292204,0.476824655
scaffold-ma3,158808759,158825971,maker-scaffold-ma3-augustus-gene-529.9,sgk2,SGK2,SGK2,thistle4,0.746849637,0.45655829
scaffold-ma3,160574228,160580935,maker-scaffold-ma3-augustus-gene-535.5,fam83d,FAM83D,LOC106554359,magenta,0.46833539,0.267845897
scaffold-ma3,162732118,162769303,augustus_masked-scaffold-ma3-processed-gene-542.1,src,SRC,SRC,magenta,0.754062552,0.49690607
scaffold-ma3,163264016,163283587,maker-scaffold-ma3-augustus-gene-544.9,kcns1,LOC103056385,LOC106542059,magenta,0.878777839,0.460583867
scaffold-ma3,164175989,164180090,augustus_masked-scaffold-ma3-processed-gene-547.3,tp53rk,TP53RK,TP53RK,magenta,0.953556238,0.789575408
scaffold-ma3,164175989,164180090,augustus_masked-scaffold-ma3-processed-gene-547.3,tp53rk,TP53RK,TP53RK,magenta,0.893724027,0.692168263
scaffold-ma3,167249757,167275591,augustus_masked-scaffold-ma3-processed-gene-557.1,ptpn1,PTPN2,PTPN1,magenta,0.800105007,0.438988145
scaffold-ma3,171224208,171261046,augustus_masked-scaffold-ma3-processed-gene-570.0,rae1,RAE1,RAE1,salmon1,0.76347241,0.695556033
scaffold-ma3,172799840,172803233,maker-scaffold-ma3-augustus-gene-576.12,LOC100559357,LOC103065568,NA,thistle4,0.84355072,0.547661848
scaffold-ma3,176168888,176182249,maker-scaffold-ma3-augustus-gene-587.5,lsm14b,LSM14B,LSM14B,magenta4,0.852999969,0.58380753
scaffold-ma3,176199001,176242314,maker-scaffold-ma3-augustus-gene-587.6,ss18l1,SS18L1,MTG2,magenta,0.83205431,0.750586732
scaffold-ma3,176199001,176242314,maker-scaffold-ma3-augustus-gene-587.6,ss18l1,SS18L1,MTG2,magenta,0.474582007,0.290781101
scaffold-ma3,175885416,175908259,maker-scaffold-ma3-augustus-gene-586.3,ccdc50,CCDC50,NA,lavenderblush3,0.671218261,0.636163941
scaffold-ma3,177907472,177927116,maker-scaffold-ma3-augustus-gene-593.4,eef1a2,EEF1A2,LOC106540006,magenta,0.719297952,0.396558206
scaffold-ma3,177743157,177794930,maker-scaffold-ma3-augustus-gene-592.8,LOC100555993,LOC103051444,LOC106540587,magenta,0.948099338,0.682419759
scaffold-ma3,177862242,177877129,augustus_masked-scaffold-ma3-processed-gene-592.5,ptk6,PTK6,FRK,magenta,0.865013605,0.464453559
scaffold-ma1,305129,329304,augustus_masked-scaffold-ma1-processed-gene-1.1,LOC100564752,LOC103065677,NA,lavenderblush3,0.849828049,0.460690414
scaffold-ma1,565883,573860,maker-scaffold-ma1-augustus-gene-2.11,LOC100565868,LOC103064241,TLE4,magenta,0.909813542,0.454052864
scaffold-ma1,865588,866139,maker-scaffold-ma1-augustus-gene-2.15,LOC103282625,LTBP1,LTBP3,magenta,0.933387899,0.644350853
scaffold-ma1,1958132,1976788,maker-scaffold-ma1-augustus-gene-6.12,NA,LOC103054221,LOC106551949,magenta,0.713516353,0.198577101
scaffold-ma1,1115083,1131720,maker-scaffold-ma1-augustus-gene-3.10,skiv2l,LOC103056692,SKIV2L,magenta,0.54802091,0.729264411
scaffold-ma1,3515757,3520698,maker-scaffold-ma1-augustus-gene-11.17,NA,NA,LOC106557257,magenta,0.739106368,0.387288773
scaffold-ma1,3353879,3373439,maker-scaffold-ma1-augustus-gene-11.16,sugp1,SUGP1,LOC106555317,magenta,0.934610271,0.54671898
scaffold-ma1,7349474,7393771,maker-scaffold-ma1-augustus-gene-24.13,palm,PALM,PALM,green2,0.868998178,0.669954124
scaffold-ma1,7944584,7951007,maker-scaffold-ma1-augustus-gene-26.14,pgpep1l,PGPEP1,PGPEP1,magenta,0.823430466,0.511233973
scaffold-ma1,6739087,6751528,maker-scaffold-ma1-augustus-gene-22.14,NA,POLR2E,POLR2E,magenta,0.72808081,0.232610071
scaffold-ma1,7468249,7476573,maker-scaffold-ma1-augustus-gene-25.9,NA,LOC103052469,LOC106543932,magenta,0.932936345,0.717776562
scaffold-ma1,10237148,10241990,maker-scaffold-ma1-augustus-gene-34.3,NA,NA,LRFN5,magenta,0.780099614,0.455633927
scaffold-ma1,8565637,8570923,maker-scaffold-ma1-augustus-gene-28.28,LOC103283004,SART1,NA,magenta,0.687405781,0.175820291
scaffold-ma1,9214295,9276532,augustus_masked-scaffold-ma1-processed-gene-30.5,cpamd8,CPAMD8,CPAMD8,magenta,0.662394916,0.366712292
scaffold-ma1,8934518,8947921,maker-scaffold-ma1-augustus-gene-29.14,NA,NA,NA,magenta,0.842180943,0.485032238
scaffold-ma1,6518612,6538355,maker-scaffold-ma1-augustus-gene-21.21,NA,CACTIN,CACTIN,lavenderblush3,0.773781046,0.836110175
scaffold-ma1,6473947,6484051,maker-scaffold-ma1-augustus-gene-21.20,ptgfr,TBXA2R,TBXA2R,magenta,0.805093247,0.226847015
scaffold-ma1,9692240,9707020,augustus_masked-scaffold-ma1-processed-gene-32.12,tubgcp2,TUBGCP2,TUBGCP2,salmon1,0.915277567,0.622156001
scaffold-ma1,9462401,9473639,maker-scaffold-ma1-augustus-gene-31.14,LOC103282913,LOC107326358,CALR,magenta,0.923753704,0.57030365
scaffold-ma1,9288128,9313147,maker-scaffold-ma1-augustus-gene-31.17,sin3b,SIN3B,LOC106543234,magenta,0.455632357,0.290362276
scaffold-ma1,11755671,11763372,maker-scaffold-ma1-augustus-gene-39.13,fkbp3,FKBP3,FKBP3,magenta,0.940649109,0.483243337
scaffold-ma1,11663854,11689011,maker-scaffold-ma1-augustus-gene-39.12,klhl28,KLHL28,KLHL28,magenta,0.43681428,0.236751378
